,src,dest,total_border,greatest_border,nb_border
3,153,129,1553.5488015549015,1553.5488015549015,1
4,153,161,323.8258198950912,323.8258198950912,1
5,153,189,2367.6450621766685,2367.6450621766685,1
6,153,661,3537.127205480251,2419.539004655923,2
0,154,30,868.1682372018137,868.1682372018137,1
1,154,661,1287.2966020489093,1287.2966020489093,1
2,154,680,398.99605628420477,398.99605628420477,1
0,155,180,944.7317224015251,944.7317224015251,1
1,155,691,1673.8635432943008,1673.8635432943008,1
0,156,661,5170.149465666125,5170.149465666125,1
0,157,40,1549.7385424217784,1549.7385424217784,1
1,157,200,2204.738088948865,2204.738088948865,1
2,157,206,1671.7412535725557,1671.7412535725557,1
3,157,661,1077.2063374949864,1077.2063374949864,1
0,158,10,2815.3621560470297,2815.3621560470297,1
1,158,113,172.43827819673334,172.43827819673334,1
0,159,45,692.0020601107246,692.0020601107246,1
1,159,183,1796.279602886056,1796.279602886056,1
2,159,184,1135.7205163314609,1135.7205163314609,1
3,159,185,708.6410795108021,708.6410795108021,1
4,159,662,610.4412326344151,610.4412326344151,1
5,159,679,169.21198491371223,169.21198491371223,1
0,160,10,810.2064950182161,810.2064950182161,1
1,160,14,66.79079727104855,66.79079727104855,1
2,160,186,1172.130621855264,1172.130621855264,1
3,160,690,5360.261958051588,5360.261958051588,1
0,161,59,1808.7910038140917,1808.7910038140917,1
1,161,122,515.4289552250763,515.4289552250763,1
2,161,153,323.8258198950912,323.8258198950912,1
3,161,189,1356.31230047602,810.0006342632466,2
0,162,20,0.0,0.0,1
1,162,127,929.7513129548951,929.7513129548951,1
2,162,666,118.0903255987509,118.0903255987509,1
3,162,690,1336.4472626231768,1336.4472626231768,1
0,163,108,1103.9874952392397,1103.9874952392397,1
1,163,661,1314.4854919003135,1314.4854919003135,1
2,163,691,1817.7431482504132,1817.7431482504132,1
0,164,661,3409.8351183767695,3409.8351183767695,1
1,164,680,4378.568284461866,4378.568284461866,1
0,165,7,3952.967060702575,3952.967060702575,1
1,165,28,1189.8395549342565,1189.8395549342565,1
2,165,134,2932.4128130022445,2932.4128130022445,1
3,165,135,831.8754699552039,831.8754699552039,1
4,165,181,3616.3311668255765,3616.3311668255765,1
0,166,7,1032.6826340230582,1032.6826340230582,1
1,166,88,1327.454465940547,1327.454465940547,1
2,166,135,499.91566353556306,499.91566353556306,1
0,167,35,173.50699265398785,173.50699265398785,1
1,167,50,528.297515709176,528.297515709176,1
2,167,93,539.3708267965923,539.3708267965923,1
3,167,111,1000.4257912735218,1000.4257912735218,1
4,167,662,190.32820225088685,144.58126136974028,2
0,168,38,331.6275310455537,331.6275310455537,1
1,168,72,500.49889770129283,500.49889770129283,1
2,168,139,851.1077764621409,851.1077764621409,1
3,168,141,952.4990036594926,952.4990036594926,1
0,169,43,520.3082073165986,520.3082073165986,1
1,169,93,165.53809984237262,165.53809984237262,1
2,169,182,753.151976598919,753.151976598919,1
3,169,662,793.7284253121009,793.7284253121009,1
0,170,42,151.56234610687596,151.56234610687596,1
1,170,144,54.88215101625249,54.88215101625249,1
2,170,175,670.226651389943,670.226651389943,1
3,170,661,1401.4613282280284,1401.4613282280284,1
0,171,46,1730.3619906510064,1730.3619906510064,1
1,171,50,360.6824930747437,360.6824930747437,1
2,171,68,651.3340796435456,651.3340796435456,1
3,171,143,1018.5076364515111,1018.5076364515111,1
4,171,662,1789.9150686142402,1789.9150686142402,1
0,172,18,1359.1407803386787,1359.1407803386787,1
1,172,61,522.1884946292763,522.1884946292763,1
2,172,148,661.5009084734904,661.5009084734904,1
3,172,188,881.0031389109029,881.0031389109029,1
4,172,673,753.6443276061477,753.6443276061477,1
0,173,23,586.6265573378478,586.6265573378478,1
1,173,57,65.35495090842636,65.35495090842636,1
2,173,128,466.5040665231224,466.5040665231224,1
3,173,192,579.0054430413544,579.0054430413544,1
4,173,679,1754.44850865253,1359.155355880077,2
0,174,8,1287.1774664617396,1287.1774664617396,1
1,174,37,433.63563350169545,433.63563350169545,1
2,174,114,74.62653281526121,74.62653281526121,1
3,174,142,653.4308477057909,653.4308477057909,1
4,174,661,1756.275007209643,1756.275007209643,1
5,174,680,1958.911369074837,1958.911369074837,1
0,175,42,650.2151867127062,650.2151867127062,1
1,175,144,943.046823371214,943.046823371214,1
2,175,170,670.226651389943,670.226651389943,1
0,176,15,660.1101797853715,660.1101797853715,1
1,176,18,337.71041752705867,337.71041752705867,1
2,176,147,586.9138970636571,586.9138970636571,1
3,176,148,421.3256189195786,421.3256189195786,1
4,176,188,739.0899908613925,739.0899908613925,1
0,177,2,820.7675882600977,820.7675882600977,1
1,177,132,1144.7719833280216,1144.7719833280216,1
2,177,133,93.59554262836359,93.59554262836359,1
3,177,662,4197.099167268949,4197.099167268949,1
0,178,28,390.41525288493466,390.41525288493466,1
1,178,132,1190.3861490710303,1190.3861490710303,1
2,178,662,1631.478957515163,1631.478957515163,1
0,179,66,4504.172909756713,4504.172909756713,1
1,179,138,11337.216901616239,10674.67871728225,2
0,180,1,6857.059223981848,6857.059223981848,1
1,180,29,723.3376414672957,723.3376414672957,1
2,180,86,207.7355524442807,207.7355524442807,1
3,180,155,944.731722401525,944.731722401525,1
4,180,195,8160.202006181439,8160.202006181439,1
5,180,196,6423.799484775623,6423.799484775623,1
6,180,198,2633.0994556985165,2633.0994556985165,1
7,180,661,17016.47634867105,6782.303235706451,4
8,180,680,1844.9719296046785,1844.9719296046785,1
9,180,691,406.5562045072175,406.5562045072175,1
0,181,3,2335.8221428902893,2335.8221428902893,1
1,181,5,1472.9357945767372,1472.9357945767372,1
2,181,6,681.8796574977107,681.8796574977107,1
3,181,28,142.54795719510636,142.54795719510636,1
4,181,34,588.1929150091577,588.1929150091577,1
5,181,85,901.7940726596511,901.7940726596511,1
6,181,132,877.8672616475965,439.9214206955348,2
7,181,133,712.9599517636316,712.9599517636316,1
8,181,135,943.8956015637825,943.8956015637825,1
9,181,165,3616.3311668255765,3616.3311668255765,1
10,181,662,889.7409402818967,889.7409402818967,1
0,182,36,450.1982307793233,450.1982307793233,1
1,182,43,965.1725594612969,965.1725594612969,1
2,182,88,288.9394187374643,288.9394187374643,1
3,182,93,419.93599088262545,419.93599088262545,1
4,182,169,753.1519765989188,753.1519765989188,1
0,183,45,364.07846131302136,364.07846131302136,1
1,183,96,143.6868650924047,143.6868650924047,1
2,183,159,1796.2796028860557,1796.2796028860557,1
3,183,662,1553.125603798018,1553.125603798018,1
0,184,159,1135.7205163314609,1135.7205163314609,1
1,184,662,1405.326744986635,1405.326744986635,1
2,184,679,780.4450338460676,780.4450338460676,1
0,185,45,3135.7351511348616,3135.7351511348616,1
1,185,159,708.6410795108023,708.6410795108023,1
2,185,679,1602.885972517331,1602.885972517331,1
0,186,10,5481.729446327082,5481.729446327082,1
1,186,14,569.8083018474525,569.8083018474525,1
2,186,39,978.5407195705926,978.5407195705926,1
3,186,44,3860.670072985588,3860.670072985588,1
4,186,119,187.7048961843482,187.7048961843482,1
5,186,145,2625.518581141638,2625.518581141638,1
6,186,160,1172.1306218552643,1172.1306218552643,1
7,186,662,1483.0012970396647,1483.0012970396647,1
8,186,679,1425.4101818723777,1425.4101818723777,1
0,187,662,2665.4447920624307,2665.4447920624307,1
1,187,679,3803.6245419959178,3803.6245419959178,1
0,188,15,573.7599422167266,573.7599422167266,1
1,188,148,563.1611585054253,563.1611585054253,1
2,188,172,881.003138910903,881.003138910903,1
3,188,176,739.0899908613925,739.0899908613925,1
4,188,673,432.16958784700114,432.16958784700114,1
0,189,8,1700.205773192215,1700.205773192215,1
1,189,9,2600.5294973047,2600.5294973047,1
2,189,11,1726.5647235401716,1726.5647235401716,1
3,189,13,4144.924094077117,2254.6723320208584,2
4,189,42,714.8395952883063,714.8395952883063,1
5,189,59,2290.19342392229,2290.19342392229,1
6,189,116,2752.9880076578997,2752.9880076578997,1
7,189,117,2999.009064555707,2567.929640529984,2
8,189,120,1567.9861677536842,1567.9861677536842,1
9,189,122,1468.960835726999,1468.960835726999,1
10,189,137,445.21886915364917,445.21886915364917,1
11,189,142,1077.8771471288853,1077.8771471288853,1
12,189,144,1487.2765235115296,1487.2765235115296,1
13,189,146,2813.027774656583,2640.872124694728,2
14,189,151,4625.4594909316465,2544.442760393939,2
15,189,153,2367.645062176669,2367.645062176669,1
16,189,161,1356.31230047602,810.0006342632465,2
17,189,201,3488.340261575996,3488.340261575996,1
18,189,661,28952.813960760905,13010.806961785533,5
0,190,128,392.0756910051856,392.0756910051856,1
1,190,679,2489.0637511676737,2489.0637511676737,1
0,191,23,438.76099908362266,438.76099908362266,1
1,191,152,859.5376868028123,859.5376868028123,1
2,191,662,4859.906947495413,4859.906947495413,1
3,191,679,5792.351180169011,5792.351180169011,1
0,192,23,2962.0216308898293,2962.0216308898293,1
1,192,128,1808.8045693680017,1808.8045693680017,1
2,192,152,664.0364114103375,664.0364114103375,1
3,192,173,579.0054430413544,579.0054430413544,1
4,192,658,747.8899558228159,747.8899558228159,1
0,193,128,3570.35012411882,3570.35012411882,1
1,193,658,2666.142511816092,2666.142511816092,1
2,193,679,2875.7387465457464,2875.7387465457464,1
0,194,151,1718.6579324808451,1718.6579324808451,1
1,194,657,1438.7723590810597,1438.7723590810597,1
2,194,665,794.9250773604487,794.9250773604487,1
0,195,180,8160.202006181437,8160.202006181437,1
0,196,180,6423.799484775622,6423.799484775622,1
1,196,197,4483.246829050218,4483.246829050218,1
2,196,661,785.8806702974422,785.8806702974422,1
0,197,196,4483.246829050218,4483.246829050218,1
0,198,180,2633.099455698516,2633.099455698516,1
1,198,661,623.5408454977999,623.5408454977999,1
0,199,2,72.73615159587982,72.73615159587982,1
1,199,6,285.5216433478066,285.5216433478066,1
2,199,132,725.242624561818,725.242624561818,1
3,199,133,1394.9913534490136,1394.9913534490136,1
0,200,40,450.5273538472493,450.5273538472493,1
1,200,140,2419.189713227487,2419.189713227487,1
2,200,157,2204.7380889488654,2204.7380889488654,1
3,200,661,145.3111447880773,145.3111447880773,1
4,200,691,121.11013376202472,121.11013376202472,1
0,201,189,3488.340261575995,3488.340261575995,1
0,202,51,998.6886305097246,998.6886305097246,1
1,202,71,532.1117705829956,532.1117705829956,1
2,202,662,906.5256638879832,906.5256638879832,1
3,202,691,291.5126076302545,291.5126076302545,1
0,203,32,1670.5159687494956,1670.5159687494956,1
1,203,76,2134.9617299757374,2134.9617299757374,1
2,203,662,2487.2706963063088,1781.171516576564,2
0,204,108,667.1795203482103,667.1795203482103,1
1,204,661,1006.2796497460345,1006.2796497460345,1
2,204,691,367.3847216001893,367.3847216001893,1
0,205,83,887.0491802390377,887.0491802390377,1
1,205,109,124.58084925119132,124.58084925119132,1
2,205,661,1432.5751647575453,1432.5751647575453,1
3,205,691,254.9992798402977,254.9992798402977,1
0,206,40,251.17966653704764,251.17966653704764,1
1,206,157,1671.7412535725557,1671.7412535725557,1
2,206,661,974.0051866113604,974.0051866113604,1
0,207,57,1045.1637010885452,1045.1637010885452,1
1,207,679,3287.345184868831,3287.345184868831,1
0,208,125,4955.805361168302,4955.805361168302,1
0,209,62,643.6685026140173,643.6685026140173,1
1,209,126,971.6879964851857,971.6879964851857,1
2,209,661,2264.5828158328613,1335.1294428273357,2
0,210,662,3085.7538623381324,3085.7538623381324,1
0,211,490,1212.9714127472366,1212.9714127472366,1
1,211,662,4196.060335258656,4196.060335258656,1
0,212,288,628.1686596748316,628.1686596748316,1
1,212,422,217.24277298761044,217.24277298761044,1
2,212,662,1423.2424916300147,1423.2424916300147,1
3,212,691,878.8359286204006,878.8359286204006,1
0,213,481,869.2087039432813,869.2087039432813,1
1,213,661,2339.6261519741015,2339.6261519741015,1
0,214,230,2628.999776770159,2628.999776770159,1
0,215,276,2324.2796238593087,2324.2796238593087,1
1,215,285,1689.1173862882256,1689.1173862882256,1
2,215,286,3426.8908308863874,2977.94350867154,2
3,215,288,5780.96266184705,4202.879175889066,2
4,215,299,2722.057276987761,2722.057276987761,1
5,215,372,469.3441882842963,469.3441882842963,1
6,215,377,1682.8124134228667,1475.8310229550468,2
7,215,378,5627.582895196436,5627.582895196436,1
8,215,419,736.2809998526894,736.2809998526894,1
9,215,424,1832.402160282089,1041.559939038407,2
10,215,425,1419.9853606531601,1419.9853606531601,1
11,215,426,2894.6910481146056,2894.6910481146056,1
12,215,437,2385.5554063508466,2385.5554063508466,1
13,215,485,911.6229647241965,911.6229647241965,1
14,215,662,10998.476615827098,4636.5507357000915,3
15,215,691,7516.6134889598425,3827.7312710920023,3
0,216,451,232.05577048396225,232.05577048396225,1
1,216,662,2470.1217245759017,2470.1217245759017,1
0,217,316,1112.2724811493604,1112.2724811493604,1
1,217,662,3219.6268242154956,3219.6268242154956,1
2,217,691,2393.739645778969,2393.739645778969,1
0,218,234,525.5438191184523,525.5438191184523,1
1,218,239,1871.7638866435825,1871.7638866435825,1
2,218,383,396.3524148542246,396.3524148542246,1
3,218,449,1601.9493405608052,1601.9493405608052,1
4,218,499,625.5773000711938,625.5773000711938,1
5,218,691,609.8805781593177,609.8805781593177,1
0,219,230,713.1322296737985,713.1322296737985,1
1,219,236,2402.571414993322,2402.571414993322,1
2,219,237,133.54705874796372,133.54705874796372,1
3,219,239,2255.9510296347626,2255.9510296347626,1
4,219,240,2971.8602935908934,2971.8602935908934,1
5,219,282,368.90146557114826,368.90146557114826,1
6,219,283,1206.680995993618,1206.680995993618,1
7,219,289,3248.8550184275177,3248.8550184275177,1
8,219,296,518.0818043200945,518.0818043200945,1
9,219,320,3312.8930237364116,3312.8930237364116,1
10,219,379,3504.1459875712762,3504.1459875712762,1
11,219,382,1676.5315944695933,1676.5315944695933,1
12,219,383,5152.785398764693,5152.785398764693,1
13,219,384,3070.552136553322,3070.552136553322,1
14,219,385,189.61627009565544,189.61627009565544,1
15,219,386,2820.178021556112,1684.945657132666,2
16,219,390,5082.106457177607,5082.106457177607,1
17,219,423,2859.1759108360984,1779.611755749461,3
18,219,435,614.1721140275654,614.1721140275654,1
19,219,436,2650.1078852960245,2650.1078852960245,1
20,219,439,2054.0789708678835,2054.0789708678835,1
21,219,441,2383.2707365028446,2383.2707365028446,1
22,219,445,2436.2155722545226,2436.2155722545226,1
23,219,449,1516.8662425528664,1516.8662425528664,1
24,219,482,952.8956357654854,952.8956357654854,1
25,219,492,2280.9874037453174,2280.9874037453174,1
26,219,661,5780.88767753543,2301.9732586685564,5
27,219,691,10352.381864363631,5385.912888572171,4
0,220,460,311.956314412769,311.956314412769,1
1,220,662,2613.907552817609,2613.907552817609,1
0,221,241,964.2860118631389,964.2860118631389,1
1,221,263,1290.5486711030082,1290.5486711030082,1
2,221,311,3379.6070570171973,3379.6070570171973,1
3,221,320,2370.7361220946536,2370.7361220946536,1
4,221,331,1072.6514622509276,1072.6514622509276,1
5,221,385,720.2069130637898,720.2069130637898,1
0,222,243,948.3072642846763,948.3072642846763,1
1,222,245,2068.4150454644746,2068.4150454644746,1
2,222,337,1135.7448692004648,1135.7448692004648,1
3,222,691,1562.6659373410653,1562.6659373410653,1
0,223,263,4245.357824342424,4245.357824342424,1
1,223,328,1043.422122968242,1043.422122968242,1
0,224,679,1362.183114619054,1362.183114619054,1
1,224,689,2111.6922188821836,2111.6922188821836,1
0,225,272,854.3420418419322,854.3420418419322,1
1,225,478,715.5958205409029,715.5958205409029,1
2,225,688,2976.5939947419133,2976.5939947419133,1
0,226,279,878.1745568312699,878.1745568312699,1
1,226,618,3256.028916873423,3256.028916873423,1
0,227,274,381.7348702966876,381.7348702966876,1
1,227,371,1463.5389214932143,1463.5389214932143,1
2,227,376,2046.0052461626199,2046.0052461626199,1
3,227,560,188.98750249817635,188.98750249817635,1
4,227,619,3651.461226535768,3651.461226535768,1
0,228,274,552.7241553700019,552.7241553700019,1
1,228,484,1373.2149453759316,1373.2149453759316,1
2,228,490,418.75963325544103,418.75963325544103,1
3,228,560,587.6023955559941,587.6023955559941,1
4,228,561,680.1640907168779,680.1640907168779,1
5,228,619,2394.1164306876226,2394.1164306876226,1
6,228,656,4709.618320030071,4269.947282175457,2
7,228,689,1786.0730043769843,1786.0730043769843,1
0,229,490,861.8223873928143,861.8223873928143,1
1,229,581,380.2060197328274,380.2060197328274,1
2,229,656,3368.612963353085,3368.612963353085,1
0,230,214,2628.999776770159,2628.999776770159,1
1,230,219,713.1322296737985,713.1322296737985,1
2,230,284,2187.170867721031,2187.170867721031,1
3,230,449,1452.344395443914,1452.344395443914,1
4,230,492,1752.607952767007,1752.607952767007,1
5,230,691,3850.6010689553414,2268.860889700137,2
0,231,531,231.1844694178829,231.1844694178829,1
1,231,625,4605.131635374952,4605.131635374952,1
0,232,565,1377.7324659219255,1377.7324659219255,1
1,232,581,1200.5887565669693,1200.5887565669693,1
2,232,629,4177.345373881975,4177.345373881975,1
3,232,656,3623.773563812787,3623.773563812787,1
0,233,453,154.3513947304448,154.3513947304448,1
1,233,530,1666.3419833675348,1666.3419833675348,1
2,233,531,1819.380865203816,1819.380865203816,1
3,233,583,741.1236269116738,741.1236269116738,1
0,234,218,525.5438191184523,525.5438191184523,1
1,234,449,1017.5826748198697,1017.5826748198697,1
2,234,499,1017.4216595915974,1017.4216595915974,1
0,235,497,3722.559723954597,3722.559723954597,1
1,235,565,1150.2787938549286,1150.2787938549286,1
2,235,629,4610.360608370222,4161.353047268631,2
3,235,656,8918.882943561306,8918.882943561306,1
0,236,219,2402.571414993322,2402.571414993322,1
1,236,386,844.4681785742193,844.4681785742193,1
0,237,219,133.54705874796372,133.54705874796372,1
1,237,320,2460.116691496253,2460.116691496253,1
2,237,390,928.1566368514789,928.1566368514789,1
0,238,531,3727.8232375815287,3727.8232375815287,1
1,238,567,982.08668853384,982.08668853384,1
0,239,218,1871.7638866435823,1871.7638866435823,1
1,239,219,2255.951029634763,2255.951029634763,1
2,239,383,317.43348989067204,317.43348989067204,1
3,239,691,1220.2376095591553,1220.2376095591553,1
0,240,219,2971.860293590894,2971.860293590894,1
1,240,314,5996.546178352727,5996.546178352727,1
2,240,323,1548.4329982384488,1548.4329982384488,1
3,240,386,2404.4444295543653,2404.4444295543653,1
4,240,390,1060.098288073524,1060.098288073524,1
5,240,458,965.6701472531693,965.6701472531693,1
6,240,691,2063.588832579053,1290.3222405733698,2
0,241,221,964.2860118631389,964.2860118631389,1
1,241,311,1405.779368756323,1405.779368756323,1
2,241,331,5636.464032954642,5636.464032954642,1
3,241,457,1391.7907622069847,1391.7907622069847,1
4,241,502,299.30605406434046,299.30605406434046,1
0,242,404,342.70308333041896,342.70308333041896,1
1,242,536,1011.4934396179846,1011.4934396179846,1
2,242,631,2312.598128111492,2312.598128111492,1
0,243,222,948.3072642846762,948.3072642846762,1
1,243,337,2111.7464760267308,2111.7464760267308,1
2,243,691,983.7794677918714,983.7794677918714,1
0,244,505,640.5304495737748,640.5304495737748,1
1,244,534,341.60984792126493,341.60984792126493,1
2,244,588,1161.9661050200098,1161.9661050200098,1
3,244,591,2760.132787535136,1767.755047860282,2
4,244,629,790.3302138034562,580.8443283415661,2
0,245,222,2068.4150454644746,2068.4150454644746,1
1,245,313,2816.201791821203,2816.201791821203,1
2,245,316,5720.726042365764,5720.726042365764,1
3,245,322,1759.9511241836399,1759.9511241836399,1
4,245,326,1393.9151787457142,1393.9151787457142,1
5,245,337,3897.021291319901,3897.021291319901,1
6,245,389,1661.628276573046,921.6731972535639,2
7,245,399,3900.320869147438,3676.9952210570905,2
8,245,509,804.0751925464558,804.0751925464558,1
9,245,510,1524.9334376655197,1524.9334376655197,1
10,245,691,2272.361447743328,2272.361447743328,1
0,246,337,2283.0245163647273,2283.0245163647273,1
1,246,464,1627.4614453339966,1627.4614453339966,1
2,246,515,168.90956426475557,168.90956426475557,1
3,246,691,2123.30571624482,2123.30571624482,1
0,247,401,3107.934482424337,3107.934482424337,1
1,247,516,1217.1858160306704,1217.1858160306704,1
2,247,593,454.39131071813557,454.39131071813557,1
3,247,643,607.744275475842,607.744275475842,1
0,248,263,0.0,0.0,1
1,248,401,284.7822107816342,284.7822107816342,1
2,248,540,1304.2681502641417,1304.2681502641417,1
3,248,569,166.69644417315885,166.69644417315885,1
4,248,593,1245.7754456520408,1245.7754456520408,1
0,249,402,443.0946448363128,443.0946448363128,1
1,249,413,439.70422138187246,439.70422138187246,1
2,249,541,4971.979564022376,4971.979564022376,1
0,250,347,1591.2128854552764,1591.2128854552764,1
1,250,406,350.3287658294822,350.3287658294822,1
2,250,576,1266.890316031797,1266.890316031797,1
3,250,632,3030.8351736036666,3030.8351736036666,1
0,251,354,608.0873375947333,608.0873375947333,1
1,251,396,1256.7201606841659,1256.7201606841659,1
2,251,402,1343.5081471010378,1343.5081471010378,1
3,251,542,1188.1798280451653,1188.1798280451653,1
0,252,362,723.066868127732,723.066868127732,1
1,252,578,915.0606906236447,915.0606906236447,1
2,252,601,642.7177308847521,642.7177308847521,1
3,252,637,379.83007282240783,379.83007282240783,1
0,253,347,2938.1098205407234,2938.1098205407234,1
1,253,591,2277.1788664664095,2277.1788664664095,1
2,253,632,4003.7718634572284,4003.7718634572284,1
3,253,691,5072.575457074226,5072.575457074226,1
0,254,352,1083.3100145364647,1083.3100145364647,1
1,254,361,1567.5292645551385,1567.5292645551385,1
2,254,402,374.93216963515016,374.93216963515016,1
3,254,544,2219.683131928092,2219.683131928092,1
4,254,550,16309.09918996336,10138.40326084219,3
5,254,572,1306.3405007090803,1306.3405007090803,1
6,254,615,2463.080897100891,2463.080897100891,1
0,255,547,8298.68790167324,8298.68790167324,1
0,256,550,5273.369039234701,5273.369039234701,1
0,257,526,710.2567079075088,710.2567079075088,1
1,257,550,3717.4698378217045,3717.4698378217045,1
2,257,555,514.3330342266096,514.3330342266096,1
3,257,637,2378.3926941815416,2378.3926941815416,1
0,258,409,660.3015255393705,660.3015255393705,1
1,258,550,3684.7929040480903,3684.7929040480903,1
0,259,550,4083.724072661427,4083.724072661427,1
0,260,410,1.7262676497963463,1.7262676497963463,1
1,260,550,3352.425150993245,3352.425150993245,1
0,261,549,1334.4397396401478,1334.4397396401478,1
1,261,637,1029.6273065845867,1029.6273065845867,1
0,262,547,7063.58660233714,6365.4387757488375,2
1,262,613,163.236906596133,163.236906596133,1
2,262,691,10768.516793984327,5188.184221487689,4
0,263,221,1290.5486711030082,1290.5486711030082,1
1,263,223,4245.357824342423,4245.357824342423,1
2,263,248,0.0,0.0,1
3,263,308,1000.2949695727079,1000.2949695727079,1
4,263,320,579.7061366361595,579.7061366361595,1
5,263,325,2660.297492393101,2660.297492393101,1
6,263,328,1136.1119924724255,1136.1119924724255,1
7,263,330,559.6145468550686,559.6145468550686,1
8,263,331,3889.479738219669,3889.479738219669,1
9,263,333,3126.3949705164055,3126.3949705164055,1
10,263,334,1737.07459741446,1737.07459741446,1
11,263,335,3663.3950145651356,3663.3950145651356,1
12,263,336,1229.6803434013975,1229.6803434013975,1
13,263,338,1691.926379234748,1691.926379234748,1
14,263,339,7292.22214568411,7292.22214568411,1
15,263,340,1891.924372559627,1891.924372559627,1
16,263,341,3682.792689430011,3682.792689430011,1
17,263,343,4212.809769726407,4212.809769726407,1
18,263,345,12379.069789976393,10542.910088451037,3
19,263,346,3074.2678069315934,3074.2678069315934,1
20,263,348,1658.7159194603896,1441.5941140152474,2
21,263,350,2210.2200529441798,2210.2200529441798,1
22,263,351,3118.8372047585394,3118.8372047585394,1
23,263,353,2159.9726225909008,2159.9726225909008,1
24,263,356,3095.8554973508267,2541.83863052614,2
25,263,357,2380.6887506378775,2380.6887506378775,1
26,263,359,1742.0457684060045,1422.3960088052945,2
27,263,360,2300.3433379210337,2300.3433379210337,1
28,263,362,811.1235000682705,573.5166034920626,2
29,263,364,1600.469693940152,1600.469693940152,1
30,263,365,1959.3013271351438,1959.3013271351438,1
31,263,366,1051.092226663449,1051.092226663449,1
32,263,367,740.7267529518851,740.7267529518851,1
33,263,368,2221.6979161455383,2221.6979161455383,1
34,263,390,4171.955602661127,4171.955602661127,1
35,263,392,2276.1834106730403,2276.1834106730403,1
36,263,393,3252.643944745296,3252.643944745296,1
37,263,394,1712.949159552105,1712.949159552105,1
38,263,397,1468.3791934762473,1468.3791934762473,1
39,263,405,918.4795172710985,918.4795172710985,1
40,263,414,693.4996486239008,693.4996486239008,1
41,263,463,1223.05561276202,1223.05561276202,1
42,263,466,3148.0021608882216,3148.0021608882216,1
43,263,467,3425.674169523614,3425.674169523614,1
44,263,468,2646.383767022016,2646.383767022016,1
45,263,469,987.3652264196459,987.3652264196459,1
46,263,470,11755.726097937228,4878.313550796545,3
47,263,471,2714.1521786688827,1403.9789440195407,2
48,263,472,3410.795529812999,3410.795529812999,1
49,263,473,5415.30906605834,5415.30906605834,1
50,263,474,2850.9783735712704,2850.9783735712704,1
51,263,506,1633.9219697172623,1633.9219697172623,1
52,263,516,2703.4502746248722,1534.9911274009532,3
53,263,520,4059.5374031653296,4059.5374031653296,1
54,263,521,2410.200259392377,2410.200259392377,1
55,263,522,1974.9037125371192,1061.438394164238,2
56,263,523,1175.9232127043733,833.05842671019,2
57,263,524,786.0706050033285,786.0706050033285,1
58,263,525,271.10933945275065,271.10933945275065,1
59,263,540,256.78955897848164,256.78955897848164,1
60,263,543,4081.3927849012493,4081.3927849012493,1
61,263,545,1320.551967145255,1320.551967145255,1
62,263,546,582.8096478537767,465.85399386449205,2
63,263,547,7851.447886731111,4548.768027508715,2
64,263,548,9639.200979646259,4068.0578339561885,5
65,263,550,13093.724703563243,5681.035200588508,6
66,263,551,3600.938332322277,3600.938332322277,1
67,263,552,340.06430537394294,340.06430537394294,1
68,263,553,160.22685975595212,160.22685975595212,1
69,263,554,393.3249632900149,393.3249632900149,1
70,263,555,394.167795361541,394.167795361541,1
71,263,568,3122.719960559346,1500.978205604419,3
72,263,570,2684.6148601626173,2684.6148601626173,1
73,263,577,778.9106337242767,437.50840452589364,2
74,263,589,1278.5060376520032,1278.5060376520032,1
75,263,590,12425.338002217302,12425.338002217302,1
76,263,592,2277.1513159576557,2277.1513159576557,1
77,263,593,2375.481262983195,1256.6128270506717,2
78,263,594,2013.3161628036055,2013.3161628036055,1
79,263,595,2875.607007427768,2658.193230035813,2
80,263,596,5384.953761712013,5384.953761712013,1
81,263,597,341.3691503176765,341.3691503176765,1
82,263,598,2069.1346049057165,2069.1346049057165,1
83,263,600,3165.648267757098,3165.648267757098,1
84,263,601,5892.288048933015,5892.288048933015,1
85,263,602,1112.265902790534,1112.265902790534,1
86,263,604,4785.257218015463,4473.63778343031,2
87,263,605,4509.1832338978775,4509.1832338978775,1
88,263,606,1401.4629400984943,1401.4629400984943,1
89,263,607,1534.6612627624604,1534.6612627624604,1
90,263,608,2261.478616824236,2261.478616824236,1
91,263,609,1957.0169123484395,1957.0169123484395,1
92,263,613,810.4928759471479,810.4928759471479,1
93,263,614,2362.6753999955768,2362.6753999955768,1
94,263,616,531.6672854108506,531.6672854108506,1
95,263,633,744.1880971459389,744.1880971459389,1
96,263,634,771.8650773164196,771.8650773164196,1
97,263,635,1294.2883035664104,1294.2883035664104,1
98,263,637,29021.691388865707,12155.027766475629,5
99,263,643,966.7870631863153,966.7870631863153,1
100,263,652,1049.1084690810462,1049.1084690810462,1
101,263,654,3130.877190457243,3130.877190457243,1
102,263,691,30369.5423223893,9718.452666338933,9
0,264,369,1558.4930037080267,1558.4930037080267,1
1,264,526,384.69694607542,384.69694607542,1
2,264,549,1119.8842440119417,1119.8842440119417,1
3,264,550,3749.5550594681918,3749.5550594681918,1
0,265,370,183.40843955368166,183.40843955368166,1
1,265,661,2409.894195938385,2409.894195938385,1
0,266,662,2090.075589946772,2090.075589946772,1
0,267,617,1708.6310134413368,1708.6310134413368,1
1,267,658,3418.7424437406153,3418.7424437406153,1
2,267,662,66.47199109413042,66.47199109413042,1
