,OBJECTID1,OBJECTID2,Distance
3,466354.0,597247,0.0
0,466355.0,597183,0.0
0,466356.0,464565,0.0
1,466356.0,465686,0.0
2,466356.0,465700,0.0
3,466356.0,473682,0.0
4,466356.0,488051,0.0
5,466356.0,502229,0.0
0,466357.0,465682,0.0
1,466357.0,465929,0.0
2,466357.0,597183,0.0
0,466358.0,464627,0.0
1,466358.0,465694,0.0
2,466358.0,473698,0.0
3,466358.0,597183,0.0
0,466359.0,466741,0.0
1,466359.0,597182,0.0
2,466359.0,597247,0.0
0,466360.0,465681,0.0
1,466360.0,473701,0.0
2,466360.0,597182,0.0
3,466360.0,597383,0.0
0,466361.0,464565,0.0
1,466361.0,465686,0.0
2,466361.0,466742,0.0
3,466361.0,488059,0.0
4,466361.0,488078,0.0
5,466361.0,502229,0.0
6,466361.0,597183,0.0
0,466362.0,464606,0.0
1,466362.0,473689,0.0
2,466362.0,473696,0.0
3,466362.0,597247,0.0
0,466364.0,597183,0.0
0,466366.0,465706,0.0
1,466366.0,502261,0.0
2,466366.0,597183,0.0
3,466366.0,597227,0.0
0,466367.0,597183,0.0
0,466368.0,465711,0.0
1,466368.0,597183,0.0
0,466369.0,465736,0.0
1,466369.0,597182,0.0
0,466370.0,465734,0.0
1,466370.0,597183,0.0
2,466370.0,597286,0.0
0,466371.0,465734,0.0
1,466371.0,597183,0.0
0,466372.0,465736,0.0
1,466372.0,466768,0.0
2,466372.0,597182,0.0
0,466373.0,466774,0.0
1,466373.0,473839,0.0
2,466373.0,597182,0.0
0,466374.0,597183,0.0
0,466375.0,597183,0.0
0,466376.0,597183,0.0
0,466377.0,597182,0.0
0,466735.0,488008,0.0
1,466735.0,512677,0.0
2,466735.0,597182,0.0
3,466735.0,597383,0.0
0,466738.0,465681,0.0
1,466738.0,466351,0.0
2,466738.0,512681,0.0
3,466738.0,597182,0.0
4,466738.0,597383,0.0
0,466741.0,465677,0.0
1,466741.0,466359,0.0
2,466741.0,597182,0.0
3,466741.0,597247,0.0
0,466742.0,464565,0.0
1,466742.0,465683,0.0
2,466742.0,466361,0.0
3,466742.0,488059,0.0
0,466745.0,465690,0.0
1,466745.0,473711,0.0
2,466745.0,597183,0.0
0,466748.0,464627,0.0
1,466748.0,481777,0.0
0,466749.0,493448,0.0
1,466749.0,597182,0.0
2,466749.0,597247,0.0
0,466750.0,465992,0.0
1,466750.0,597183,0.0
0,466751.0,502358,0.0
1,466751.0,597182,0.0
0,466754.0,464613,0.0
1,466754.0,502358,0.0
2,466754.0,597182,0.0
0,466757.0,465709,0.0
1,466757.0,465715,0.0
2,466757.0,473727,0.0
3,466757.0,597183,0.0
0,466758.0,464634,0.0
1,466758.0,465714,0.0
2,466758.0,473742,0.0
3,466758.0,502305,0.0
4,466758.0,597227,0.0
0,466759.0,502358,0.0
1,466759.0,597182,0.0
0,466763.0,465717,0.0
1,466763.0,465720,0.0
2,466763.0,465934,0.0
3,466763.0,597182,0.0
0,466764.0,481885,0.0
1,466764.0,502358,0.0
0,466768.0,465736,0.0
1,466768.0,466372,0.0
0,466769.0,597183,0.0
0,466770.0,464747,0.0
1,466770.0,465934,0.0
2,466770.0,512714,0.0
3,466770.0,597188,0.0
0,466771.0,465736,0.0
1,466771.0,465934,0.0
2,466771.0,512716,0.0
3,466771.0,597182,0.0
0,466772.0,464729,0.0
1,466772.0,465993,0.0
2,466772.0,481904,0.0
3,466772.0,597187,0.0
4,466772.0,597227,0.0
5,466772.0,597365,0.0
0,466773.0,488144,0.0
1,466773.0,502360,0.0
2,466773.0,502395,0.0
3,466773.0,502406,0.0
4,466773.0,597177,0.0
5,466773.0,597227,0.0
0,466774.0,465738,0.0
1,466774.0,466373,0.0
2,466774.0,473839,0.0
3,466774.0,597182,0.0
0,466775.0,597177,0.0
1,466775.0,597184,0.0
2,466775.0,597227,0.0
3,466775.0,597360,0.0
0,466776.0,597198,0.0
1,466776.0,597338,0.0
0,473652.0,464486,0.0
1,473652.0,464494,0.0
2,473652.0,464507,0.0
3,473652.0,464526,0.0
4,473652.0,465667,0.0
5,473652.0,502091,0.0
6,473652.0,502113,0.0
7,473652.0,502195,0.0
8,473652.0,511567,0.0
9,473652.0,597183,0.0
0,473668.0,464486,0.0
1,473668.0,464503,0.0
2,473668.0,464526,0.0
3,473668.0,465682,0.0
4,473668.0,465929,0.0
5,473668.0,466349,0.0
6,473668.0,502091,0.0
7,473668.0,502195,0.0
8,473668.0,511567,0.0
9,473668.0,597183,0.0
0,473669.0,464565,0.0
1,473669.0,465667,0.0
2,473669.0,465683,0.0
3,473669.0,466343,0.0
4,473669.0,466352,0.0
5,473669.0,488044,0.0
6,473669.0,597183,0.0
0,473682.0,464565,0.0
1,473682.0,465700,0.0
2,473682.0,466356,0.0
3,473682.0,488044,0.0
4,473682.0,488051,0.0
5,473682.0,502195,0.0
6,473682.0,597183,0.0
0,473689.0,464606,0.0
1,473689.0,466362,0.0
0,473696.0,464606,0.0
1,473696.0,464660,0.0
2,473696.0,466362,0.0
3,473696.0,502358,0.0
0,473698.0,464627,0.0
1,473698.0,465929,0.0
2,473698.0,466358,0.0
3,473698.0,502143,0.0
4,473698.0,597183,0.0
5,473698.0,597365,0.0
0,473699.0,465690,0.0
1,473699.0,465992,0.0
2,473699.0,488077,0.0
3,473699.0,597183,0.0
0,473701.0,466360,0.0
1,473701.0,511584,0.0
2,473701.0,597182,0.0
3,473701.0,597383,0.0
0,473711.0,465690,0.0
1,473711.0,465715,0.0
2,473711.0,465992,0.0
3,473711.0,466745,0.0
4,473711.0,488077,0.0
5,473711.0,597183,0.0
0,473713.0,464606,0.0
1,473713.0,493448,0.0
2,473713.0,502358,0.0
3,473713.0,597182,0.0
0,473727.0,465709,0.0
1,473727.0,465715,0.0
2,473727.0,465931,0.0
3,473727.0,466757,0.0
4,473727.0,488092,0.0
0,473732.0,465698,0.0
1,473732.0,488090,0.0
2,473732.0,493449,0.0
3,473732.0,502358,0.0
4,473732.0,597182,0.0
0,473742.0,464634,0.0
1,473742.0,465703,0.0
2,473742.0,466758,0.0
3,473742.0,502305,0.0
0,473756.0,464631,0.0
1,473756.0,464660,0.0
2,473756.0,502358,0.0
0,473762.0,464678,0.0
1,473762.0,464702,0.0
2,473762.0,465734,0.0
3,473762.0,465992,0.0
4,473762.0,493461,0.0
0,473775.0,464702,0.0
1,473775.0,488123,0.0
2,473775.0,493461,0.0
3,473775.0,502329,0.0
0,473779.0,464729,0.0
1,473779.0,597365,0.0
0,473824.0,465730,0.0
1,473824.0,597182,0.0
0,473836.0,465730,0.0
1,473836.0,502358,0.0
2,473836.0,502407,0.0
3,473836.0,597157,0.0
4,473836.0,597182,0.0
5,473836.0,597186,0.0
0,473838.0,464759,0.0
1,473838.0,502374,0.0
2,473838.0,502395,0.0
3,473838.0,597177,0.0
4,473838.0,597183,0.0
5,473838.0,597338,0.0
0,473839.0,465730,0.0
1,473839.0,465738,0.0
2,473839.0,466373,0.0
3,473839.0,466774,0.0
4,473839.0,481885,0.0
5,473839.0,502358,0.0
6,473839.0,597182,0.0
0,474518.0,465677,0.0
1,474518.0,597182,0.0
2,474518.0,597247,0.0
0,481643.0,502155,0.0
1,481643.0,597383,0.0
0,481762.0,597182,0.0
0,481772.0,465696,0.0
1,481772.0,511584,0.0
2,481772.0,512692,0.0
3,481772.0,597182,0.0
0,481777.0,464627,0.0
1,481777.0,466748,0.0
0,481814.0,465706,0.0
1,481814.0,502261,0.0
2,481814.0,502274,0.0
3,481814.0,502275,0.0
4,481814.0,597183,0.0
5,481814.0,597227,0.0
0,481850.0,464627,0.0
1,481850.0,464676,0.0
2,481850.0,502305,0.0
3,481850.0,597365,0.0
0,481885.0,465730,0.0
1,481885.0,466764,0.0
2,481885.0,473839,0.0
3,481885.0,502358,0.0
0,481904.0,464729,0.0
1,481904.0,466772,0.0
2,481904.0,597187,0.0
3,481904.0,597365,0.0
0,488008.0,466735,0.0
1,488008.0,597182,0.0
2,488008.0,597383,0.0
0,488040.0,597182,0.0
1,488040.0,597247,0.0
0,488044.0,464565,0.0
1,488044.0,465667,0.0
2,488044.0,473669,0.0
3,488044.0,473682,0.0
4,488044.0,502195,0.0
0,488051.0,464565,0.0
1,488051.0,466356,0.0
2,488051.0,473682,0.0
0,488059.0,465683,0.0
1,488059.0,465715,0.0
2,488059.0,466361,0.0
3,488059.0,466742,0.0
4,488059.0,597183,0.0
0,488077.0,465690,0.0
1,488077.0,465992,0.0
2,488077.0,473699,0.0
3,488077.0,473711,0.0
0,488078.0,465700,0.0
1,488078.0,466361,0.0
2,488078.0,502229,0.0
3,488078.0,597183,0.0
0,488090.0,465698,0.0
1,488090.0,473732,0.0
2,488090.0,493449,0.0
3,488090.0,597182,0.0
0,488092.0,465709,0.0
1,488092.0,465715,0.0
2,488092.0,465931,0.0
3,488092.0,473727,0.0
4,488092.0,597183,0.0
0,488123.0,464702,0.0
1,488123.0,465734,0.0
2,488123.0,473775,0.0
3,488123.0,502329,0.0
4,488123.0,597197,0.0
0,488144.0,464759,0.0
1,488144.0,465726,0.0
2,488144.0,466773,0.0
3,488144.0,502395,0.0
4,488144.0,597227,0.0
0,493448.0,464606,0.0
1,493448.0,465687,0.0
2,493448.0,466749,0.0
3,493448.0,473713,0.0
4,493448.0,597182,0.0
5,493448.0,597247,0.0
0,493449.0,465698,0.0
1,493449.0,473732,0.0
2,493449.0,488090,0.0
0,493461.0,464678,0.0
1,493461.0,464702,0.0
2,493461.0,473762,0.0
3,493461.0,473775,0.0
4,493461.0,502329,0.0
0,502091.0,464486,0.0
1,502091.0,473652,0.0
2,502091.0,473668,0.0
3,502091.0,597183,0.0
0,502113.0,465667,0.0
1,502113.0,473652,0.0
2,502113.0,597183,0.0
0,502143.0,465929,0.0
1,502143.0,473698,0.0
0,502155.0,464474,0.0
1,502155.0,465670,0.0
2,502155.0,466354,0.0
3,502155.0,481643,0.0
4,502155.0,509026,0.0
5,502155.0,509033,0.0
6,502155.0,511566,0.0
7,502155.0,597182,0.0
8,502155.0,597247,0.0
9,502155.0,597383,0.0
0,502195.0,464494,0.0
1,502195.0,464507,0.0
2,502195.0,464526,0.0
3,502195.0,465667,0.0
4,502195.0,465682,0.0
5,502195.0,466353,0.0
6,502195.0,473652,0.0
7,502195.0,473668,0.0
8,502195.0,473682,0.0
9,502195.0,488044,0.0
10,502195.0,597183,0.0
0,502229.0,465686,0.0
1,502229.0,465700,0.0
2,502229.0,466356,0.0
3,502229.0,466361,0.0
4,502229.0,488078,0.0
0,502261.0,465706,0.0
1,502261.0,466366,0.0
2,502261.0,481814,0.0
3,502261.0,597183,0.0
0,502274.0,481814,0.0
1,502274.0,597183,0.0
2,502274.0,597227,0.0
0,502275.0,465706,0.0
1,502275.0,481814,0.0
2,502275.0,597227,0.0
0,502305.0,464627,0.0
1,502305.0,464676,0.0
2,502305.0,465694,0.0
3,502305.0,465703,0.0
4,502305.0,466758,0.0
5,502305.0,473742,0.0
6,502305.0,481850,0.0
7,502305.0,597183,0.0
8,502305.0,597227,0.0
0,502312.0,597183,0.0
1,502312.0,597227,0.0
0,502329.0,464678,0.0
1,502329.0,473775,0.0
2,502329.0,488123,0.0
3,502329.0,493461,0.0
4,502329.0,597197,0.0
0,502358.0,464606,0.0
1,502358.0,464613,0.0
2,502358.0,464631,0.0
3,502358.0,464660,0.0
4,502358.0,465698,0.0
5,502358.0,465730,0.0
6,502358.0,466751,0.0
7,502358.0,466754,0.0
8,502358.0,466759,0.0
9,502358.0,466764,0.0
10,502358.0,473696,0.0
11,502358.0,473713,0.0
12,502358.0,473732,0.0
13,502358.0,473756,0.0
14,502358.0,473836,0.0
15,502358.0,473839,0.0
16,502358.0,481885,0.0
17,502358.0,511596,0.0
18,502358.0,597182,0.0
0,502360.0,466773,0.0
1,502360.0,597227,0.0
0,502374.0,464759,0.0
1,502374.0,473838,0.0
2,502374.0,597183,0.0
3,502374.0,597227,0.0
0,502395.0,464759,0.0
1,502395.0,466773,0.0
2,502395.0,473838,0.0
3,502395.0,488144,0.0
4,502395.0,597177,0.0
0,502406.0,466773,0.0
1,502406.0,597177,0.0
2,502406.0,597227,0.0
0,502407.0,473836,0.0
1,502407.0,597157,0.0
2,502407.0,597186,0.0
0,509026.0,502155,0.0
0,509033.0,502155,0.0
1,509033.0,511562,0.0
2,509033.0,597182,0.0
0,511562.0,509033,0.0
0,511566.0,502155,0.0
1,511566.0,597182,0.0
0,511567.0,464486,0.0
1,511567.0,464526,0.0
2,511567.0,473652,0.0
3,511567.0,473668,0.0
0,511584.0,465696,0.0
1,511584.0,473701,0.0
2,511584.0,481772,0.0
3,511584.0,597182,0.0
4,511584.0,597383,0.0
0,511596.0,502358,0.0
0,511597.0,465716,0.0
1,511597.0,465940,0.0
2,511597.0,597183,0.0
3,511597.0,597383,0.0
0,512674.0,465680,0.0
1,512674.0,466344,0.0
2,512674.0,597183,0.0
0,512677.0,466735,0.0
1,512677.0,597182,0.0
2,512677.0,597383,0.0
0,512681.0,466351,0.0
1,512681.0,466738,0.0
2,512681.0,597182,0.0
3,512681.0,597383,0.0
0,512692.0,465696,0.0
1,512692.0,481772,0.0
2,512692.0,597182,0.0
0,512710.0,465726,0.0
1,512710.0,597227,0.0
0,512714.0,466770,0.0
0,512716.0,465735,0.0
1,512716.0,466771,0.0
2,512716.0,597182,0.0
0,536149.0,597183,0.0
0,536151.0,548928,0.0
1,536151.0,597183,0.0
0,536152.0,545116,0.0
1,536152.0,548529,0.0
2,536152.0,597183,0.0
3,536152.0,597383,0.0
0,536153.0,548913,0.0
1,536153.0,597182,0.0
0,536154.0,536543,0.0
0,536156.0,545095,0.0
1,536156.0,545109,0.0
2,536156.0,545110,0.0
3,536156.0,545116,0.0
4,536156.0,545135,0.0
5,536156.0,547345,0.0
6,536156.0,547352,0.0
7,536156.0,547353,0.0
8,536156.0,548525,0.0
9,536156.0,548531,0.0
10,536156.0,548532,0.0
11,536156.0,548533,0.0
12,536156.0,548545,0.0
13,536156.0,548919,0.0
14,536156.0,597183,0.0
15,536156.0,597383,0.0
0,536157.0,548562,0.0
1,536157.0,597183,0.0
0,536159.0,545189,0.0
1,536159.0,597183,0.0
2,536159.0,597383,0.0
0,536160.0,536639,0.0
1,536160.0,536687,0.0
2,536160.0,547362,0.0
3,536160.0,548560,0.0
4,536160.0,548945,0.0
5,536160.0,597383,0.0
0,536161.0,536543,0.0
1,536161.0,536667,0.0
2,536161.0,536669,0.0
3,536161.0,536687,0.0
4,536161.0,536749,0.0
5,536161.0,545106,0.0
6,536161.0,545107,0.0
7,536161.0,545119,0.0
8,536161.0,545130,0.0
9,536161.0,545196,0.0
10,536161.0,547354,0.0
11,536161.0,547358,0.0
12,536161.0,547362,0.0
13,536161.0,547363,0.0
14,536161.0,547365,0.0
15,536161.0,547367,0.0
16,536161.0,547377,0.0
17,536161.0,548530,0.0
18,536161.0,548542,0.0
19,536161.0,548543,0.0
20,536161.0,548549,0.0
21,536161.0,548551,0.0
22,536161.0,548556,0.0
23,536161.0,548560,0.0
24,536161.0,548916,0.0
25,536161.0,548932,0.0
26,536161.0,597182,0.0
27,536161.0,597383,0.0
0,536162.0,548574,0.0
1,536162.0,597183,0.0
0,536163.0,536757,0.0
1,536163.0,537301,0.0
2,536163.0,545181,0.0
3,536163.0,545196,0.0
4,536163.0,545225,0.0
5,536163.0,547365,0.0
0,536164.0,536773,0.0
1,536164.0,536827,0.0
2,536164.0,545235,0.0
3,536164.0,597383,0.0
0,536166.0,537301,0.0
1,536166.0,545212,0.0
0,536368.0,597227,0.0
1,536368.0,597360,0.0
0,536392.0,545090,0.0
1,536392.0,548908,0.0
2,536392.0,597357,0.0
0,536415.0,545101,0.0
1,536415.0,580741,0.0
0,536465.0,545092,0.0
1,536465.0,547344,0.0
2,536465.0,547350,0.0
3,536465.0,558444,0.0
4,536465.0,580774,0.0
0,536490.0,545092,0.0
1,536490.0,548918,0.0
2,536490.0,548928,0.0
3,536490.0,558444,0.0
4,536490.0,558456,0.0
5,536490.0,580774,0.0
6,536490.0,596779,0.0
7,536490.0,597360,0.0
0,536496.0,548928,0.0
1,536496.0,568223,0.0
2,536496.0,596779,0.0
0,536543.0,536154,0.0
1,536543.0,536161,0.0
2,536543.0,545108,0.0
3,536543.0,548560,0.0
4,536543.0,548932,0.0
5,536543.0,597383,0.0
0,536597.0,550245,0.0
1,536597.0,581011,0.0
0,536599.0,558618,0.0
1,536599.0,568223,0.0
2,536599.0,581100,0.0
3,536599.0,596779,0.0
0,536625.0,548564,0.0
1,536625.0,550200,0.0
2,536625.0,550245,0.0
3,536625.0,568243,0.0
0,536639.0,536160,0.0
1,536639.0,548560,0.0
2,536639.0,548945,0.0
0,536660.0,548938,0.0
1,536660.0,558618,0.0
2,536660.0,581100,0.0
3,536660.0,596779,0.0
0,536667.0,536161,0.0
1,536667.0,547367,0.0
0,536669.0,536161,0.0
1,536669.0,545196,0.0
2,536669.0,547377,0.0
0,536675.0,550245,0.0
1,536675.0,558685,0.0
0,536687.0,536160,0.0
1,536687.0,536161,0.0
2,536687.0,547362,0.0
3,536687.0,597383,0.0
0,536749.0,536161,0.0
1,536749.0,545187,0.0
2,536749.0,545200,0.0
3,536749.0,547367,0.0
4,536749.0,547377,0.0
5,536749.0,548570,0.0
6,536749.0,597383,0.0
0,536757.0,536163,0.0
1,536757.0,545181,0.0
2,536757.0,545225,0.0
3,536757.0,548569,0.0
4,536757.0,548955,0.0
0,536763.0,547946,0.0
1,536763.0,550299,0.0
2,536763.0,581151,0.0
0,536773.0,536164,0.0
1,536773.0,545235,0.0
2,536773.0,597383,0.0
0,536795.0,548964,0.0
1,536795.0,550283,0.0
2,536795.0,568332,0.0
3,536795.0,568374,0.0
4,536795.0,581100,0.0
0,536827.0,536164,0.0
1,536827.0,545185,0.0
2,536827.0,545189,0.0
3,536827.0,545199,0.0
4,536827.0,545208,0.0
5,536827.0,545235,0.0
6,536827.0,547374,0.0
7,536827.0,547787,0.0
8,536827.0,548972,0.0
9,536827.0,548973,0.0
10,536827.0,597383,0.0
0,536849.0,545235,0.0
1,536849.0,548581,0.0
2,536849.0,548982,0.0
3,536849.0,597383,0.0
0,536876.0,547866,0.0
1,536876.0,548984,0.0
2,536876.0,568421,0.0
3,536876.0,594388,0.0
0,536937.0,537301,0.0
1,536937.0,547866,0.0
2,536937.0,550396,0.0
3,536937.0,558861,0.0
4,536937.0,568421,0.0
0,536942.0,547868,0.0
1,536942.0,548423,0.0
2,536942.0,550404,0.0
0,537017.0,545256,0.0
1,537017.0,547961,0.0
2,537017.0,558967,0.0
3,537017.0,581308,0.0
0,537034.0,545291,0.0
1,537034.0,547399,0.0
2,537034.0,547868,0.0
3,537034.0,550436,0.0
0,537101.0,545323,0.0
1,537101.0,558999,0.0
2,537101.0,568483,0.0
