,OBJECTID1,OBJECTID2,Distance
3,537101.0,581538,0.0
0,537111.0,545256,0.0
1,537111.0,568374,0.0
2,537111.0,581308,0.0
3,537111.0,597383,0.0
0,537158.0,545288,0.0
1,537158.0,545320,0.0
2,537158.0,547868,0.0
3,537158.0,550454,0.0
4,537158.0,550762,0.0
5,537158.0,558923,0.0
6,537158.0,576246,0.0
0,537175.0,550567,0.0
0,537194.0,550762,0.0
0,537195.0,549022,0.0
1,537195.0,550762,0.0
2,537195.0,558118,0.0
3,537195.0,581538,0.0
0,537215.0,548290,0.0
1,537215.0,550762,0.0
0,537222.0,550762,0.0
0,537243.0,548291,0.0
1,537243.0,550762,0.0
0,537254.0,550628,0.0
1,537254.0,581538,0.0
0,537271.0,550567,0.0
1,537271.0,576239,0.0
2,537271.0,597383,0.0
0,537301.0,536163,0.0
1,537301.0,536166,0.0
2,537301.0,536937,0.0
3,537301.0,545175,0.0
4,537301.0,545196,0.0
5,537301.0,545205,0.0
6,537301.0,545212,0.0
7,537301.0,545219,0.0
8,537301.0,545225,0.0
9,537301.0,545227,0.0
10,537301.0,545228,0.0
11,537301.0,545231,0.0
12,537301.0,545233,0.0
13,537301.0,545237,0.0
14,537301.0,545241,0.0
15,537301.0,545242,0.0
16,537301.0,545243,0.0
17,537301.0,545247,0.0
18,537301.0,545253,0.0
19,537301.0,545255,0.0
20,537301.0,545259,0.0
21,537301.0,545277,0.0
22,537301.0,545281,0.0
23,537301.0,545290,0.0
24,537301.0,545294,0.0
25,537301.0,545298,0.0
26,537301.0,545306,0.0
27,537301.0,545314,0.0
28,537301.0,545323,0.0
29,537301.0,545328,0.0
30,537301.0,545336,0.0
31,537301.0,545340,0.0
32,537301.0,545349,0.0
33,537301.0,545352,0.0
34,537301.0,547377,0.0
35,537301.0,547384,0.0
36,537301.0,547389,0.0
37,537301.0,547391,0.0
38,537301.0,547403,0.0
39,537301.0,547955,0.0
40,537301.0,548424,0.0
41,537301.0,548580,0.0
42,537301.0,548584,0.0
43,537301.0,548585,0.0
44,537301.0,548587,0.0
45,537301.0,548588,0.0
46,537301.0,548591,0.0
47,537301.0,548593,0.0
48,537301.0,548595,0.0
49,537301.0,548596,0.0
50,537301.0,548597,0.0
51,537301.0,548966,0.0
52,537301.0,548984,0.0
53,537301.0,548991,0.0
54,537301.0,548993,0.0
55,537301.0,548994,0.0
56,537301.0,549003,0.0
57,537301.0,549007,0.0
58,537301.0,549008,0.0
59,537301.0,550396,0.0
60,537301.0,550446,0.0
61,537301.0,550502,0.0
62,537301.0,550504,0.0
63,537301.0,550567,0.0
64,537301.0,550592,0.0
65,537301.0,550762,0.0
66,537301.0,558104,0.0
67,537301.0,558112,0.0
68,537301.0,558114,0.0
69,537301.0,558115,0.0
70,537301.0,558118,0.0
71,537301.0,558786,0.0
72,537301.0,558896,0.0
73,537301.0,558989,0.0
74,537301.0,568335,0.0
75,537301.0,568366,0.0
76,537301.0,568418,0.0
77,537301.0,568421,0.0
78,537301.0,568422,0.0
79,537301.0,568426,0.0
80,537301.0,568441,0.0
81,537301.0,568446,0.0
82,537301.0,568451,0.0
83,537301.0,568479,0.0
84,537301.0,568483,0.0
85,537301.0,568493,0.0
86,537301.0,568501,0.0
87,537301.0,568504,0.0
88,537301.0,568508,0.0
89,537301.0,568514,0.0
90,537301.0,568523,0.0
91,537301.0,568549,0.0
92,537301.0,576239,0.0
93,537301.0,576243,0.0
94,537301.0,576248,0.0
95,537301.0,581393,0.0
96,537301.0,581400,0.0
97,537301.0,581427,0.0
98,537301.0,581538,0.0
99,537301.0,594388,0.0
100,537301.0,595920,0.0
101,537301.0,595950,0.0
102,537301.0,597383,0.0
0,537318.0,545383,0.0
1,537318.0,549022,0.0
2,537318.0,550628,0.0
3,537318.0,550762,0.0
0,545079.0,547341,0.0
1,545079.0,597182,0.0
0,545081.0,597183,0.0
0,545082.0,580722,0.0
1,545082.0,597177,0.0
2,545082.0,597183,0.0
3,545082.0,597196,0.0
4,545082.0,597198,0.0
5,545082.0,597208,0.0
0,545084.0,548524,0.0
1,545084.0,597182,0.0
0,545085.0,597182,0.0
0,545087.0,548524,0.0
1,545087.0,597182,0.0
0,545088.0,594319,0.0
1,545088.0,597360,0.0
0,545090.0,536392,0.0
1,545090.0,547346,0.0
2,545090.0,547858,0.0
3,545090.0,548523,0.0
4,545090.0,548900,0.0
5,545090.0,548908,0.0
6,545090.0,558397,0.0
7,545090.0,580741,0.0
8,545090.0,597182,0.0
9,545090.0,597357,0.0
0,545091.0,548530,0.0
1,545091.0,597182,0.0
0,545092.0,536465,0.0
1,545092.0,536490,0.0
2,545092.0,547350,0.0
3,545092.0,558444,0.0
4,545092.0,580774,0.0
0,545093.0,547347,0.0
1,545093.0,548928,0.0
2,545093.0,597360,0.0
0,545095.0,536156,0.0
1,545095.0,597183,0.0
0,545097.0,558550,0.0
1,545097.0,597182,0.0
0,545098.0,548536,0.0
1,545098.0,597182,0.0
0,545101.0,536415,0.0
1,545101.0,548527,0.0
2,545101.0,580741,0.0
3,545101.0,597182,0.0
0,545103.0,547352,0.0
1,545103.0,597383,0.0
0,545104.0,548911,0.0
1,545104.0,597182,0.0
0,545106.0,536161,0.0
1,545106.0,547354,0.0
2,545106.0,597383,0.0
0,545107.0,536161,0.0
1,545107.0,548530,0.0
0,545108.0,536543,0.0
1,545108.0,597383,0.0
0,545109.0,536156,0.0
1,545109.0,547352,0.0
0,545110.0,536156,0.0
1,545110.0,548531,0.0
2,545110.0,548533,0.0
0,545114.0,548535,0.0
1,545114.0,597182,0.0
0,545116.0,536152,0.0
1,545116.0,536156,0.0
2,545116.0,548529,0.0
3,545116.0,548919,0.0
4,545116.0,597183,0.0
5,545116.0,597383,0.0
0,545119.0,536161,0.0
1,545119.0,597182,0.0
0,545120.0,597182,0.0
0,545122.0,547356,0.0
1,545122.0,548536,0.0
2,545122.0,597182,0.0
0,545123.0,548535,0.0
1,545123.0,548540,0.0
2,545123.0,597182,0.0
0,545124.0,547357,0.0
1,545124.0,548928,0.0
2,545124.0,568223,0.0
3,545124.0,581100,0.0
4,545124.0,597183,0.0
0,545126.0,580814,0.0
1,545126.0,581011,0.0
2,545126.0,597182,0.0
0,545129.0,548548,0.0
1,545129.0,597182,0.0
0,545130.0,536161,0.0
1,545130.0,547358,0.0
2,545130.0,597182,0.0
0,545132.0,547357,0.0
1,545132.0,550180,0.0
2,545132.0,581100,0.0
0,545133.0,547356,0.0
1,545133.0,597182,0.0
0,545135.0,536156,0.0
1,545135.0,597383,0.0
0,545136.0,548935,0.0
1,545136.0,597182,0.0
0,545144.0,548550,0.0
1,545144.0,548940,0.0
2,545144.0,550196,0.0
3,545144.0,594345,0.0
4,545144.0,597182,0.0
0,545146.0,547365,0.0
1,545146.0,597182,0.0
0,545153.0,597183,0.0
0,545155.0,547365,0.0
1,545155.0,548559,0.0
2,545155.0,597182,0.0
0,545159.0,568294,0.0
1,545159.0,597182,0.0
0,545168.0,548566,0.0
1,545168.0,597182,0.0
0,545172.0,548567,0.0
1,545172.0,548951,0.0
2,545172.0,597183,0.0
0,545175.0,537301,0.0
1,545175.0,595920,0.0
2,545175.0,597383,0.0
0,545177.0,548567,0.0
1,545177.0,597183,0.0
0,545178.0,597182,0.0
0,545181.0,536163,0.0
1,545181.0,536757,0.0
2,545181.0,547365,0.0
3,545181.0,548569,0.0
0,545183.0,547374,0.0
1,545183.0,548948,0.0
2,545183.0,548962,0.0
3,545183.0,597183,0.0
4,545183.0,597383,0.0
0,545185.0,536827,0.0
0,545187.0,536749,0.0
1,545187.0,597383,0.0
0,545188.0,581037,0.0
1,545188.0,597182,0.0
0,545189.0,536159,0.0
1,545189.0,536827,0.0
2,545189.0,547374,0.0
3,545189.0,597183,0.0
4,545189.0,597383,0.0
0,545191.0,547369,0.0
1,545191.0,547946,0.0
2,545191.0,550269,0.0
3,545191.0,581045,0.0
0,545192.0,597182,0.0
0,545193.0,548282,0.0
1,545193.0,548573,0.0
2,545193.0,576143,0.0
3,545193.0,581037,0.0
4,545193.0,581042,0.0
5,545193.0,581045,0.0
6,545193.0,594362,0.0
7,545193.0,597182,0.0
0,545196.0,536161,0.0
1,545196.0,536163,0.0
2,545196.0,536669,0.0
3,545196.0,537301,0.0
4,545196.0,547365,0.0
5,545196.0,547377,0.0
6,545196.0,548966,0.0
0,545197.0,597182,0.0
0,545199.0,536827,0.0
1,545199.0,547374,0.0
0,545200.0,536749,0.0
1,545200.0,547377,0.0
2,545200.0,548570,0.0
3,545200.0,597383,0.0
0,545203.0,547374,0.0
1,545203.0,597383,0.0
0,545205.0,537301,0.0
1,545205.0,568335,0.0
2,545205.0,597383,0.0
0,545208.0,536827,0.0
1,545208.0,547374,0.0
2,545208.0,548972,0.0
0,545209.0,550302,0.0
1,545209.0,581151,0.0
2,545209.0,597182,0.0
0,545212.0,536166,0.0
1,545212.0,537301,0.0
0,545218.0,547371,0.0
1,545218.0,597182,0.0
0,545219.0,537301,0.0
1,545219.0,558786,0.0
0,545225.0,536163,0.0
1,545225.0,536757,0.0
2,545225.0,537301,0.0
3,545225.0,547365,0.0
4,545225.0,547371,0.0
5,545225.0,547866,0.0
6,545225.0,548569,0.0
7,545225.0,548580,0.0
8,545225.0,548955,0.0
9,545225.0,548984,0.0
10,545225.0,597182,0.0
0,545226.0,548583,0.0
1,545226.0,597182,0.0
0,545227.0,537301,0.0
1,545227.0,597383,0.0
0,545228.0,537301,0.0
1,545228.0,548984,0.0
0,545231.0,537301,0.0
0,545233.0,537301,0.0
1,545233.0,548984,0.0
0,545235.0,536164,0.0
1,545235.0,536773,0.0
2,545235.0,536827,0.0
3,545235.0,536849,0.0
4,545235.0,547787,0.0
5,545235.0,548581,0.0
6,545235.0,548975,0.0
7,545235.0,548982,0.0
8,545235.0,597383,0.0
0,545237.0,537301,0.0
1,545237.0,597383,0.0
0,545241.0,537301,0.0
1,545241.0,547384,0.0
0,545242.0,537301,0.0
1,545242.0,597383,0.0
0,545243.0,537301,0.0
0,545244.0,550404,0.0
1,545244.0,597182,0.0
0,545247.0,537301,0.0
1,545247.0,548984,0.0
2,545247.0,594388,0.0
0,545252.0,548423,0.0
1,545252.0,550404,0.0
0,545253.0,537301,0.0
1,545253.0,547389,0.0
2,545253.0,548424,0.0
3,545253.0,568422,0.0
4,545253.0,568426,0.0
0,545255.0,537301,0.0
0,545256.0,537017,0.0
1,545256.0,537111,0.0
2,545256.0,581308,0.0
3,545256.0,597383,0.0
0,545259.0,537301,0.0
1,545259.0,548588,0.0
2,545259.0,558896,0.0
3,545259.0,568421,0.0
0,545275.0,545281,0.0
1,545275.0,547381,0.0
2,545275.0,547399,0.0
3,545275.0,547866,0.0
4,545275.0,547868,0.0
5,545275.0,548422,0.0
6,545275.0,548579,0.0
7,545275.0,548583,0.0
8,545275.0,548981,0.0
9,545275.0,548988,0.0
10,545275.0,550404,0.0
11,545275.0,550436,0.0
12,545275.0,597182,0.0
0,545277.0,537301,0.0
1,545277.0,548994,0.0
0,545281.0,537301,0.0
1,545281.0,545275,0.0
2,545281.0,547866,0.0
3,545281.0,550396,0.0
4,545281.0,550436,0.0
5,545281.0,550762,0.0
6,545281.0,558861,0.0
7,545281.0,558923,0.0
0,545288.0,537158,0.0
1,545288.0,548425,0.0
2,545288.0,550436,0.0
3,545288.0,550454,0.0
4,545288.0,558923,0.0
0,545290.0,537301,0.0
0,545291.0,537034,0.0
1,545291.0,547868,0.0
2,545291.0,548425,0.0
3,545291.0,550436,0.0
0,545293.0,548990,0.0
1,545293.0,558912,0.0
2,545293.0,558936,0.0
3,545293.0,558939,0.0
4,545293.0,568464,0.0
5,545293.0,581308,0.0
0,545294.0,537301,0.0
1,545294.0,548991,0.0
2,545294.0,550446,0.0
0,545298.0,537301,0.0
0,545300.0,558939,0.0
1,545300.0,558958,0.0
2,545300.0,558967,0.0
3,545300.0,568464,0.0
4,545300.0,581308,0.0
5,545300.0,597383,0.0
0,545306.0,537301,0.0
1,545306.0,548591,0.0
2,545306.0,548593,0.0
0,545314.0,537301,0.0
0,545320.0,537158,0.0
1,545320.0,550762,0.0
0,545323.0,537101,0.0
1,545323.0,537301,0.0
2,545323.0,550504,0.0
3,545323.0,558112,0.0
4,545323.0,558115,0.0
5,545323.0,558999,0.0
6,545323.0,568483,0.0
0,545325.0,576248,0.0
1,545325.0,581538,0.0
0,545328.0,537301,0.0
1,545328.0,547403,0.0
2,545328.0,550567,0.0
3,545328.0,568493,0.0
4,545328.0,581400,0.0
0,545336.0,537301,0.0
1,545336.0,550504,0.0
2,545336.0,568514,0.0
0,545340.0,537301,0.0
1,545340.0,550567,0.0
2,545340.0,581400,0.0
3,545340.0,581427,0.0
0,545349.0,537301,0.0
1,545349.0,550567,0.0
2,545349.0,550592,0.0
3,545349.0,581427,0.0
4,545349.0,581483,0.0
0,545352.0,537301,0.0
1,545352.0,550762,0.0
0,545383.0,537318,0.0
1,545383.0,548431,0.0
2,545383.0,550762,0.0
0,547341.0,545079,0.0
1,547341.0,597182,0.0
2,547341.0,597188,0.0
0,547344.0,536465,0.0
1,547344.0,558444,0.0
2,547344.0,597181,0.0
0,547345.0,536156,0.0
1,547345.0,548525,0.0
2,547345.0,597183,0.0
0,547346.0,545090,0.0
1,547346.0,580741,0.0
0,547347.0,545093,0.0
1,547347.0,548928,0.0
2,547347.0,597360,0.0
0,547349.0,548909,0.0
1,547349.0,548913,0.0
2,547349.0,597182,0.0
0,547350.0,536465,0.0
1,547350.0,545092,0.0
2,547350.0,580774,0.0
0,547352.0,536156,0.0
1,547352.0,545103,0.0
2,547352.0,545109,0.0
3,547352.0,548532,0.0
4,547352.0,597183,0.0
5,547352.0,597195,0.0
6,547352.0,597383,0.0
0,547353.0,536156,0.0
1,547353.0,548531,0.0
0,547354.0,536161,0.0
1,547354.0,545106,0.0
2,547354.0,597182,0.0
3,547354.0,597383,0.0
0,547356.0,545122,0.0
1,547356.0,545133,0.0
2,547356.0,597182,0.0
0,547357.0,545124,0.0
1,547357.0,545132,0.0
2,547357.0,548539,0.0
3,547357.0,550180,0.0
4,547357.0,581100,0.0
5,547357.0,597183,0.0
0,547358.0,536161,0.0
1,547358.0,545130,0.0
2,547358.0,597182,0.0
0,547362.0,536160,0.0
1,547362.0,536161,0.0
2,547362.0,536687,0.0
3,547362.0,548560,0.0
0,547363.0,536161,0.0
0,547365.0,536161,0.0
1,547365.0,536163,0.0
2,547365.0,545146,0.0
3,547365.0,545155,0.0
4,547365.0,545181,0.0
5,547365.0,545196,0.0
6,547365.0,545225,0.0
7,547365.0,548569,0.0
8,547365.0,568249,0.0
9,547365.0,597182,0.0
0,547367.0,536161,0.0
1,547367.0,536667,0.0
2,547367.0,536749,0.0
3,547367.0,597383,0.0
0,547369.0,545191,0.0
1,547369.0,547946,0.0
2,547369.0,548421,0.0
3,547369.0,550269,0.0
4,547369.0,550299,0.0
5,547369.0,550302,0.0
6,547369.0,581151,0.0
7,547369.0,597182,0.0
0,547371.0,545218,0.0
1,547371.0,545225,0.0
2,547371.0,597182,0.0
0,547374.0,536827,0.0
1,547374.0,545183,0.0
2,547374.0,545189,0.0
3,547374.0,545199,0.0
4,547374.0,545203,0.0
5,547374.0,545208,0.0
6,547374.0,548962,0.0
7,547374.0,548972,0.0
8,547374.0,597183,0.0
9,547374.0,597383,0.0
0,547377.0,536161,0.0
1,547377.0,536669,0.0
2,547377.0,536749,0.0
3,547377.0,537301,0.0
4,547377.0,545196,0.0
5,547377.0,545200,0.0
6,547377.0,548570,0.0
7,547377.0,548966,0.0
8,547377.0,597383,0.0
0,547381.0,545275,0.0
1,547381.0,548579,1.7240939655616694
0,547384.0,537301,0.0
1,547384.0,545241,0.0
0,547389.0,537301,0.0
1,547389.0,545253,0.0
0,547391.0,537301,0.0
1,547391.0,548584,0.0
0,547394.0,581308,0.0
0,547399.0,537034,0.0
1,547399.0,545275,0.0
2,547399.0,547868,0.0
3,547399.0,550436,0.0
0,547403.0,537301,0.0
1,547403.0,545328,0.0
2,547403.0,550567,0.0
0,547407.0,547868,0.0
1,547407.0,550762,0.0
0,547787.0,536827,0.0
1,547787.0,545235,0.0
2,547787.0,548972,0.0
3,547787.0,548973,0.0
4,547787.0,548982,0.0
5,547787.0,597383,0.0
0,547858.0,545090,0.0
1,547858.0,558397,0.0
0,547866.0,536876,0.0
1,547866.0,536937,0.0
2,547866.0,545225,0.0
3,547866.0,545275,0.0
4,547866.0,545281,0.0
5,547866.0,548984,0.0
6,547866.0,550436,0.0
7,547866.0,558861,0.0
8,547866.0,568421,0.0
9,547866.0,597182,0.0
0,547868.0,536942,0.0
1,547868.0,537034,0.0
2,547868.0,537158,0.0
3,547868.0,545275,0.0
4,547868.0,545291,0.0
5,547868.0,547399,0.0
6,547868.0,547407,0.0
7,547868.0,548423,0.0
8,547868.0,548425,0.0
9,547868.0,550404,0.0
10,547868.0,550454,0.0
11,547868.0,550762,0.0
0,547944.0,550245,0.0
1,547944.0,550250,0.0
2,547944.0,558685,0.0
3,547944.0,581045,0.0
0,547946.0,536763,0.0
1,547946.0,545191,0.0
2,547946.0,547369,0.0
3,547946.0,550250,0.0
4,547946.0,550299,0.0
5,547946.0,581045,0.0
6,547946.0,581151,0.0
0,547955.0,537301,0.0
1,547955.0,548591,0.0
2,547955.0,568426,0.0
3,547955.0,594395,0.0
0,547961.0,537017,0.0
1,547961.0,558967,0.0
2,547961.0,581308,0.0
3,547961.0,595956,0.0
0,547969.0,550762,0.0
0,548282.0,545193,0.0
1,548282.0,550245,0.0
2,548282.0,576143,0.0
3,548282.0,581037,0.0
4,548282.0,581042,0.0
5,548282.0,581045,0.0
6,548282.0,594360,0.0
0,548290.0,537215,0.0
1,548290.0,550762,0.0
0,548291.0,537243,0.0
1,548291.0,550762,0.0
0,548421.0,547369,0.0
1,548421.0,550302,0.0
2,548421.0,581151,0.0
0,548422.0,545275,0.0
0,548423.0,536942,0.0
1,548423.0,545252,0.0
2,548423.0,547868,0.0
3,548423.0,550404,0.0
0,548424.0,537301,0.0
1,548424.0,545253,0.0
2,548424.0,568422,0.0
0,548425.0,545288,0.0
1,548425.0,545291,0.0
2,548425.0,547868,0.0
3,548425.0,550436,0.0
4,548425.0,550454,0.0
0,548431.0,545383,0.0
1,548431.0,550762,0.0
0,548523.0,545090,0.0
1,548523.0,597182,0.0
0,548524.0,545084,0.0
1,548524.0,545087,0.0
2,548524.0,597182,0.0
0,548525.0,536156,0.0
1,548525.0,547345,0.0
2,548525.0,597183,0.0
0,548526.0,597183,0.0
0,548527.0,545101,0.0
1,548527.0,597182,0.0
0,548529.0,536152,0.0
1,548529.0,545116,0.0
2,548529.0,597383,0.0
0,548530.0,536161,0.0
1,548530.0,545091,0.0
2,548530.0,545107,0.0
3,548530.0,548916,0.0
4,548530.0,548917,0.0
5,548530.0,597182,0.0
0,548531.0,536156,0.0
1,548531.0,545110,0.0
2,548531.0,547353,0.0
0,548532.0,536156,0.0
1,548532.0,547352,0.0
2,548532.0,597383,0.0
0,548533.0,536156,0.0
1,548533.0,545110,0.0
0,548534.0,548925,0.0
1,548534.0,580850,0.0
2,548534.0,597183,0.0
3,548534.0,597383,0.0
0,548535.0,545114,0.0
1,548535.0,545123,0.0
2,548535.0,597182,0.0
0,548536.0,545098,0.0
1,548536.0,545122,0.0
2,548536.0,548923,0.0
3,548536.0,558537,0.0
4,548536.0,580814,0.0
5,548536.0,595900,0.0
6,548536.0,597182,0.0
0,548537.0,597182,0.0
0,548538.0,548930,0.0
1,548538.0,597183,0.0
0,548539.0,547357,0.0
1,548539.0,597183,0.0
0,548540.0,545123,0.0
1,548540.0,597182,0.0
0,548541.0,597182,0.0
0,548542.0,536161,0.0
1,548542.0,597182,0.0
0,548543.0,536161,0.0
0,548545.0,536156,0.0
1,548545.0,597383,0.0
0,548548.0,545129,0.0
1,548548.0,597182,0.0
0,548549.0,536161,0.0
1,548549.0,597383,0.0
0,548550.0,545144,0.0
1,548550.0,597182,0.0
0,548551.0,536161,0.0
1,548551.0,597383,0.0
0,548553.0,597182,0.0
0,548554.0,550182,0.0
1,548554.0,558612,0.0
2,548554.0,597182,0.0
0,548555.0,597182,0.0
0,548556.0,536161,0.0
0,548557.0,597182,0.0
0,548558.0,581100,0.0
1,548558.0,597183,0.0
0,548559.0,545155,0.0
1,548559.0,597182,0.0
0,548560.0,536160,0.0
1,548560.0,536161,0.0
2,548560.0,536543,0.0
3,548560.0,536639,0.0
4,548560.0,547362,0.0
5,548560.0,548932,0.0
6,548560.0,548936,0.0
7,548560.0,548945,0.0
8,548560.0,595911,0.0
9,548560.0,597383,0.0
0,548561.0,597183,0.0
0,548562.0,536157,0.0
1,548562.0,548948,0.0
2,548562.0,580883,0.0
3,548562.0,597183,0.0
0,548563.0,597183,0.0
1,548563.0,597383,0.0
0,548564.0,536625,0.0
1,548564.0,550200,0.0
2,548564.0,550245,0.0
3,548564.0,568294,0.0
4,548564.0,597182,0.0
0,548566.0,545168,0.0
1,548566.0,581037,0.0
2,548566.0,597182,0.0
0,548567.0,545172,0.0
1,548567.0,545177,0.0
2,548567.0,548951,0.0
3,548567.0,597183,0.0
0,548568.0,597182,0.0
0,548569.0,536757,0.0
1,548569.0,545181,0.0
2,548569.0,545225,0.0
3,548569.0,547365,0.0
4,548569.0,548955,0.0
0,548570.0,536749,0.0
1,548570.0,545200,0.0
2,548570.0,547377,0.0
0,548573.0,545193,0.0
1,548573.0,581037,0.0
2,548573.0,594362,0.0
3,548573.0,597182,0.0
0,548574.0,536162,0.0
1,548574.0,581308,0.0
2,548574.0,597183,0.0
0,548578.0,548970,0.0
1,548578.0,581151,0.0
2,548578.0,597182,0.0
0,548579.0,545275,0.0
1,548579.0,597182,0.0
2,548579.0,547381,1.7240939655616694
0,548580.0,537301,0.0
1,548580.0,545225,0.0
2,548580.0,548984,0.0
3,548580.0,595942,0.0
0,548581.0,536849,0.0
1,548581.0,545235,0.0
2,548581.0,548975,0.0
3,548581.0,548982,0.0
0,548583.0,545226,0.0
1,548583.0,545275,0.0
2,548583.0,548981,0.0
3,548583.0,597182,0.0
0,548584.0,537301,0.0
1,548584.0,547391,0.0
0,548585.0,537301,0.0
0,548587.0,537301,0.0
0,548588.0,537301,0.0
1,548588.0,545259,0.0
2,548588.0,558896,0.0
0,548591.0,537301,0.0
1,548591.0,545306,0.0
2,548591.0,547955,0.0
3,548591.0,568426,0.0
4,548591.0,568446,0.0
5,548591.0,594395,0.0
0,548593.0,537301,0.0
1,548593.0,545306,0.0
2,548593.0,549003,0.0
0,548595.0,537301,0.0
1,548595.0,568501,0.0
0,548596.0,537301,0.0
1,548596.0,558114,0.0
2,548596.0,558989,0.0
0,548597.0,537301,0.0
0,548896.0,580722,0.0
1,548896.0,597177,0.0
2,548896.0,597183,0.0
3,548896.0,597360,0.0
0,548900.0,545090,0.0
1,548900.0,580741,0.0
0,548903.0,580722,0.0
1,548903.0,597183,0.0
0,548908.0,536392,0.0
1,548908.0,545090,0.0
2,548908.0,597182,0.0
3,548908.0,597357,0.0
0,548909.0,547349,0.0
1,548909.0,597182,0.0
0,548911.0,545104,0.0
1,548911.0,597182,0.0
0,548913.0,536153,0.0
1,548913.0,547349,0.0
2,548913.0,597182,0.0
0,548916.0,536161,0.0
1,548916.0,548530,0.0
0,548917.0,548530,0.0
1,548917.0,597182,0.0
0,548918.0,536490,0.0
1,548918.0,596779,0.0
0,548919.0,536156,0.0
1,548919.0,545116,0.0
0,548921.0,580850,0.0
1,548921.0,597183,0.0
0,548923.0,548536,0.0
1,548923.0,580814,0.0
2,548923.0,595900,0.0
3,548923.0,597182,0.0
0,548925.0,548534,0.0
1,548925.0,580850,0.0
2,548925.0,597183,0.0
0,548926.0,558550,0.0
1,548926.0,568194,0.0
2,548926.0,580814,0.0
3,548926.0,595899,0.0
4,548926.0,597182,0.0
0,548928.0,536151,0.0
1,548928.0,536490,0.0
2,548928.0,536496,0.0
3,548928.0,545093,0.0
4,548928.0,545124,0.0
5,548928.0,547347,0.0
6,548928.0,558456,0.0
7,548928.0,568223,0.0
8,548928.0,595894,0.0
9,548928.0,596779,0.0
10,548928.0,597183,0.0
11,548928.0,597360,0.0
0,548930.0,548538,0.0
1,548930.0,580883,0.0
2,548930.0,597183,0.0
0,548932.0,536161,0.0
1,548932.0,536543,0.0
2,548932.0,548560,0.0
3,548932.0,595911,0.0
0,548933.0,580883,0.0
1,548933.0,597183,0.0
0,548935.0,545136,0.0
1,548935.0,568249,0.0
2,548935.0,597182,0.0
0,548936.0,548560,0.0
1,548936.0,597383,0.0
0,548937.0,597183,0.0
0,548938.0,536660,0.0
1,548938.0,581100,0.0
0,548940.0,545144,0.0
1,548940.0,550196,0.0
2,548940.0,550200,0.0
3,548940.0,597182,0.0
0,548945.0,536160,0.0
1,548945.0,536639,0.0
2,548945.0,548560,0.0
3,548945.0,597383,0.0
0,548948.0,545183,0.0
1,548948.0,548562,0.0
2,548948.0,597183,0.0
3,548948.0,597383,0.0
0,548951.0,545172,0.0
1,548951.0,548567,0.0
2,548951.0,597183,0.0
0,548955.0,536757,0.0
1,548955.0,545225,0.0
2,548955.0,548569,0.0
0,548957.0,581100,0.0
1,548957.0,597183,0.0
0,548962.0,545183,0.0
1,548962.0,547374,0.0
2,548962.0,597183,0.0
3,548962.0,597383,0.0
0,548964.0,536795,0.0
1,548964.0,581100,0.0
0,548966.0,537301,0.0
1,548966.0,545196,0.0
2,548966.0,547377,0.0
0,548968.0,597182,0.0
0,548970.0,548578,0.0
1,548970.0,550312,0.0
2,548970.0,597182,0.0
0,548972.0,536827,0.0
1,548972.0,545208,0.0
2,548972.0,547374,0.0
3,548972.0,547787,0.0
4,548972.0,597383,0.0
0,548973.0,536827,0.0
1,548973.0,547787,0.0
0,548975.0,545235,0.0
1,548975.0,548581,0.0
0,548976.0,581308,0.0
0,548978.0,581308,0.0
0,548981.0,545275,0.0
1,548981.0,548583,0.0
2,548981.0,597182,0.0
0,548982.0,536849,0.0
1,548982.0,545235,0.0
2,548982.0,547787,0.0
3,548982.0,548581,0.0
4,548982.0,597383,0.0
0,548984.0,536876,0.0
1,548984.0,537301,0.0
2,548984.0,545225,0.0
3,548984.0,545228,0.0
4,548984.0,545233,0.0
5,548984.0,545247,0.0
6,548984.0,547866,0.0
7,548984.0,548580,0.0
8,548984.0,594388,0.0
9,548984.0,595942,0.0
0,548985.0,550334,0.0
1,548985.0,597183,0.0
2,548985.0,597383,0.0
0,548988.0,545275,0.0
1,548988.0,550404,0.0
0,548990.0,545293,0.0
1,548990.0,558912,0.0
2,548990.0,558936,0.0
3,548990.0,581308,0.0
4,548990.0,597183,0.0
5,548990.0,597383,0.0
0,548991.0,537301,0.0
1,548991.0,545294,0.0
0,548993.0,537301,0.0
0,548994.0,537301,0.0
1,548994.0,545277,0.0
2,548994.0,550762,0.0
0,549003.0,537301,0.0
1,549003.0,548593,0.0
2,549003.0,568501,0.0
0,549007.0,537301,0.0
1,549007.0,550504,0.0
2,549007.0,558114,0.0
0,549008.0,537301,0.0
1,549008.0,581538,0.0
0,549022.0,537195,0.0
1,549022.0,537318,0.0
2,549022.0,550628,0.0
3,549022.0,550762,0.0
4,549022.0,581538,0.0
0,550180.0,545132,0.0
1,550180.0,547357,0.0
2,550180.0,581100,0.0
0,550182.0,548554,0.0
1,550182.0,558612,0.0
2,550182.0,597182,0.0
0,550196.0,545144,0.0
1,550196.0,548940,0.0
2,550196.0,594345,0.0
3,550196.0,597182,0.0
0,550200.0,536625,0.0
1,550200.0,548564,0.0
2,550200.0,548940,0.0
3,550200.0,568243,0.0
4,550200.0,597182,0.0
0,550245.0,536597,0.0
1,550245.0,536625,0.0
2,550245.0,536675,0.0
3,550245.0,547944,0.0
