,src,dest,overlap,distance,total_border,greatest_border,nb_border
0,536152,545116,0,0.0,628.1686596748316,628.1686596748316,1
1,536152,548529,0,0.0,217.24277298761044,217.24277298761044,1
2,536152,597183,0,0.0,1423.2424916300147,1423.2424916300147,1
3,536152,597383,0,0.0,878.8359286204006,878.8359286204006,1
0,536153,548913,0,0.0,869.2087039432813,869.2087039432813,1
1,536153,597182,0,0.0,2339.6261519741015,2339.6261519741015,1
0,536154,536543,0,0.0,2628.999776770159,2628.999776770159,1
0,536156,545095,0,0.0,2324.2796238593087,2324.2796238593087,1
1,536156,545109,0,0.0,1689.1173862882256,1689.1173862882256,1
2,536156,545110,0,0.0,3426.8908308863874,2977.94350867154,2
3,536156,545116,0,0.0,5780.96266184705,4202.879175889066,2
4,536156,545135,0,0.0,2722.057276987761,2722.057276987761,1
5,536156,547345,0,0.0,469.3441882842963,469.3441882842963,1
6,536156,547352,0,0.0,1682.8124134228667,1475.8310229550468,2
7,536156,547353,0,0.0,5627.582895196436,5627.582895196436,1
8,536156,548525,0,0.0,736.2809998526894,736.2809998526894,1
9,536156,548531,0,0.0,1832.402160282089,1041.559939038407,2
10,536156,548532,0,0.0,1419.9853606531601,1419.9853606531601,1
11,536156,548533,0,0.0,2894.6910481146056,2894.6910481146056,1
12,536156,548545,0,0.0,2385.5554063508466,2385.5554063508466,1
13,536156,548919,0,0.0,911.6229647241965,911.6229647241965,1
14,536156,597183,0,0.0,10998.476615827098,4636.5507357000915,3
15,536156,597383,0,0.0,7516.6134889598425,3827.7312710920023,3
0,536157,548562,0,0.0,232.05577048396225,232.05577048396225,1
1,536157,597183,0,0.0,2470.1217245759017,2470.1217245759017,1
0,536159,545189,0,0.0,1112.2724811493604,1112.2724811493604,1
1,536159,597183,0,0.0,3219.6268242154956,3219.6268242154956,1
2,536159,597383,0,0.0,2393.739645778969,2393.739645778969,1
0,536160,536639,0,0.0,525.5438191184523,525.5438191184523,1
1,536160,536687,0,0.0,1871.7638866435825,1871.7638866435825,1
2,536160,547362,0,0.0,396.3524148542246,396.3524148542246,1
3,536160,548560,0,0.0,1601.9493405608052,1601.9493405608052,1
4,536160,548945,0,0.0,625.5773000711938,625.5773000711938,1
5,536160,597383,0,0.0,609.8805781593177,609.8805781593177,1
0,536161,536543,0,0.0,713.1322296737985,713.1322296737985,1
1,536161,536667,0,0.0,2402.571414993322,2402.571414993322,1
2,536161,536669,0,0.0,133.54705874796372,133.54705874796372,1
3,536161,536687,0,0.0,2255.9510296347626,2255.9510296347626,1
4,536161,536749,0,0.0,2971.8602935908934,2971.8602935908934,1
5,536161,545106,0,0.0,368.90146557114826,368.90146557114826,1
6,536161,545107,0,0.0,1206.680995993618,1206.680995993618,1
7,536161,545119,0,0.0,3248.8550184275177,3248.8550184275177,1
8,536161,545130,0,0.0,518.0818043200945,518.0818043200945,1
9,536161,545196,0,0.0,3312.8930237364116,3312.8930237364116,1
10,536161,547354,0,0.0,3504.1459875712762,3504.1459875712762,1
11,536161,547358,0,0.0,1676.5315944695933,1676.5315944695933,1
12,536161,547362,0,0.0,5152.785398764693,5152.785398764693,1
13,536161,547363,0,0.0,3070.552136553322,3070.552136553322,1
14,536161,547365,0,0.0,189.61627009565544,189.61627009565544,1
15,536161,547367,0,0.0,2820.178021556112,1684.945657132666,2
16,536161,547377,0,0.0,5082.106457177607,5082.106457177607,1
17,536161,548530,0,0.0,2859.1759108360984,1779.611755749461,3
18,536161,548542,0,0.0,614.1721140275654,614.1721140275654,1
19,536161,548543,0,0.0,2650.1078852960245,2650.1078852960245,1
20,536161,548549,0,0.0,2054.0789708678835,2054.0789708678835,1
21,536161,548551,0,0.0,2383.2707365028446,2383.2707365028446,1
22,536161,548556,0,0.0,2436.2155722545226,2436.2155722545226,1
23,536161,548560,0,0.0,1516.8662425528664,1516.8662425528664,1
24,536161,548916,0,0.0,952.8956357654854,952.8956357654854,1
25,536161,548932,0,0.0,2280.9874037453174,2280.9874037453174,1
26,536161,597182,0,0.0,5780.88767753543,2301.9732586685564,5
27,536161,597383,0,0.0,10352.381864363631,5385.912888572171,4
0,536162,548574,0,0.0,311.956314412769,311.956314412769,1
1,536162,597183,0,0.0,2613.907552817609,2613.907552817609,1
0,536163,536757,0,0.0,964.2860118631389,964.2860118631389,1
1,536163,537301,0,0.0,1290.5486711030082,1290.5486711030082,1
2,536163,545181,0,0.0,3379.6070570171973,3379.6070570171973,1
3,536163,545196,0,0.0,2370.7361220946536,2370.7361220946536,1
4,536163,545225,0,0.0,1072.6514622509276,1072.6514622509276,1
5,536163,547365,0,0.0,720.2069130637898,720.2069130637898,1
0,536164,536773,0,0.0,948.3072642846763,948.3072642846763,1
1,536164,536827,0,0.0,2068.4150454644746,2068.4150454644746,1
2,536164,545235,0,0.0,1135.7448692004648,1135.7448692004648,1
3,536164,597383,0,0.0,1562.6659373410653,1562.6659373410653,1
0,536166,537301,0,0.0,4245.357824342424,4245.357824342424,1
1,536166,545212,0,0.0,1043.422122968242,1043.422122968242,1
0,536368,597227,0,0.0,1362.183114619054,1362.183114619054,1
1,536368,597360,0,0.0,2111.6922188821836,2111.6922188821836,1
0,536392,545090,0,0.0,854.3420418419322,854.3420418419322,1
1,536392,548908,0,0.0,715.5958205409029,715.5958205409029,1
2,536392,597357,0,0.0,2976.5939947419133,2976.5939947419133,1
0,536415,545101,0,0.0,878.1745568312699,878.1745568312699,1
1,536415,580741,0,0.0,3256.028916873423,3256.028916873423,1
0,536465,545092,0,0.0,381.7348702966876,381.7348702966876,1
1,536465,547344,0,0.0,1463.5389214932143,1463.5389214932143,1
2,536465,547350,0,0.0,2046.0052461626199,2046.0052461626199,1
3,536465,558444,0,0.0,188.98750249817635,188.98750249817635,1
4,536465,580774,0,0.0,3651.461226535768,3651.461226535768,1
0,536490,545092,0,0.0,552.7241553700019,552.7241553700019,1
1,536490,548918,0,0.0,1373.2149453759316,1373.2149453759316,1
2,536490,548928,0,0.0,418.75963325544103,418.75963325544103,1
3,536490,558444,0,0.0,587.6023955559941,587.6023955559941,1
4,536490,558456,0,0.0,680.1640907168779,680.1640907168779,1
5,536490,580774,0,0.0,2394.1164306876226,2394.1164306876226,1
6,536490,596779,0,0.0,4709.618320030071,4269.947282175457,2
7,536490,597360,0,0.0,1786.0730043769843,1786.0730043769843,1
0,536496,548928,0,0.0,861.8223873928143,861.8223873928143,1
1,536496,568223,0,0.0,380.2060197328274,380.2060197328274,1
2,536496,596779,0,0.0,3368.612963353085,3368.612963353085,1
0,536543,536154,0,0.0,2628.999776770159,2628.999776770159,1
1,536543,536161,0,0.0,713.1322296737985,713.1322296737985,1
2,536543,545108,0,0.0,2187.170867721031,2187.170867721031,1
3,536543,548560,0,0.0,1452.344395443914,1452.344395443914,1
4,536543,548932,0,0.0,1752.607952767007,1752.607952767007,1
5,536543,597383,0,0.0,3850.6010689553414,2268.860889700137,2
0,536597,550245,0,0.0,231.1844694178829,231.1844694178829,1
1,536597,581011,0,0.0,4605.131635374952,4605.131635374952,1
0,536599,558618,0,0.0,1377.7324659219255,1377.7324659219255,1
1,536599,568223,0,0.0,1200.5887565669693,1200.5887565669693,1
2,536599,581100,0,0.0,4177.345373881975,4177.345373881975,1
3,536599,596779,0,0.0,3623.773563812787,3623.773563812787,1
0,536625,548564,0,0.0,154.3513947304448,154.3513947304448,1
1,536625,550200,0,0.0,1666.3419833675348,1666.3419833675348,1
2,536625,550245,0,0.0,1819.380865203816,1819.380865203816,1
3,536625,568243,0,0.0,741.1236269116738,741.1236269116738,1
0,536639,536160,0,0.0,525.5438191184523,525.5438191184523,1
1,536639,548560,0,0.0,1017.5826748198697,1017.5826748198697,1
2,536639,548945,0,0.0,1017.4216595915974,1017.4216595915974,1
0,536660,548938,0,0.0,3722.559723954597,3722.559723954597,1
1,536660,558618,0,0.0,1150.2787938549286,1150.2787938549286,1
2,536660,581100,0,0.0,4610.360608370222,4161.353047268631,2
3,536660,596779,0,0.0,8918.882943561306,8918.882943561306,1
0,536667,536161,0,0.0,2402.571414993322,2402.571414993322,1
1,536667,547367,0,0.0,844.4681785742193,844.4681785742193,1
0,536669,536161,0,0.0,133.54705874796372,133.54705874796372,1
1,536669,545196,0,0.0,2460.116691496253,2460.116691496253,1
2,536669,547377,0,0.0,928.1566368514789,928.1566368514789,1
0,536675,550245,0,0.0,3727.8232375815287,3727.8232375815287,1
1,536675,558685,0,0.0,982.08668853384,982.08668853384,1
0,536687,536160,0,0.0,1871.7638866435823,1871.7638866435823,1
1,536687,536161,0,0.0,2255.951029634763,2255.951029634763,1
2,536687,547362,0,0.0,317.43348989067204,317.43348989067204,1
3,536687,597383,0,0.0,1220.2376095591553,1220.2376095591553,1
0,536749,536161,0,0.0,2971.860293590894,2971.860293590894,1
1,536749,545187,0,0.0,5996.546178352727,5996.546178352727,1
2,536749,545200,0,0.0,1548.4329982384488,1548.4329982384488,1
3,536749,547367,0,0.0,2404.4444295543653,2404.4444295543653,1
4,536749,547377,0,0.0,1060.098288073524,1060.098288073524,1
5,536749,548570,0,0.0,965.6701472531693,965.6701472531693,1
6,536749,597383,0,0.0,2063.588832579053,1290.3222405733698,2
0,536757,536163,0,0.0,964.2860118631389,964.2860118631389,1
1,536757,545181,0,0.0,1405.779368756323,1405.779368756323,1
2,536757,545225,0,0.0,5636.464032954642,5636.464032954642,1
3,536757,548569,0,0.0,1391.7907622069847,1391.7907622069847,1
4,536757,548955,0,0.0,299.30605406434046,299.30605406434046,1
0,536763,547946,0,0.0,342.70308333041896,342.70308333041896,1
1,536763,550299,0,0.0,1011.4934396179846,1011.4934396179846,1
2,536763,581151,0,0.0,2312.598128111492,2312.598128111492,1
0,536773,536164,0,0.0,948.3072642846762,948.3072642846762,1
1,536773,545235,0,0.0,2111.7464760267308,2111.7464760267308,1
2,536773,597383,0,0.0,983.7794677918714,983.7794677918714,1
0,536795,548964,0,0.0,640.5304495737748,640.5304495737748,1
1,536795,550283,0,0.0,341.60984792126493,341.60984792126493,1
2,536795,568332,0,0.0,1161.9661050200098,1161.9661050200098,1
3,536795,568374,0,0.0,2760.132787535136,1767.755047860282,2
4,536795,581100,0,0.0,790.3302138034562,580.8443283415661,2
0,536827,536164,0,0.0,2068.4150454644746,2068.4150454644746,1
1,536827,545185,0,0.0,2816.201791821203,2816.201791821203,1
2,536827,545189,0,0.0,5720.726042365764,5720.726042365764,1
3,536827,545199,0,0.0,1759.9511241836399,1759.9511241836399,1
4,536827,545208,0,0.0,1393.9151787457142,1393.9151787457142,1
5,536827,545235,0,0.0,3897.021291319901,3897.021291319901,1
6,536827,547374,0,0.0,1661.628276573046,921.6731972535639,2
7,536827,547787,0,0.0,3900.320869147438,3676.9952210570905,2
8,536827,548972,0,0.0,804.0751925464558,804.0751925464558,1
9,536827,548973,0,0.0,1524.9334376655197,1524.9334376655197,1
10,536827,597383,0,0.0,2272.361447743328,2272.361447743328,1
0,536849,545235,0,0.0,2283.0245163647273,2283.0245163647273,1
1,536849,548581,0,0.0,1627.4614453339966,1627.4614453339966,1
2,536849,548982,0,0.0,168.90956426475557,168.90956426475557,1
3,536849,597383,0,0.0,2123.30571624482,2123.30571624482,1
0,536876,547866,0,0.0,3107.934482424337,3107.934482424337,1
1,536876,548984,0,0.0,1217.1858160306704,1217.1858160306704,1
2,536876,568421,0,0.0,454.39131071813557,454.39131071813557,1
3,536876,594388,0,0.0,607.744275475842,607.744275475842,1
0,536937,537301,0,0.0,0.0,0.0,0
1,536937,547866,0,0.0,284.7822107816342,284.7822107816342,1
2,536937,550396,0,0.0,1304.2681502641417,1304.2681502641417,1
3,536937,558861,0,0.0,166.69644417315885,166.69644417315885,1
4,536937,568421,0,0.0,1245.7754456520408,1245.7754456520408,1
0,536942,547868,0,0.0,443.0946448363128,443.0946448363128,1
1,536942,548423,0,0.0,439.70422138187246,439.70422138187246,1
2,536942,550404,0,0.0,4971.979564022376,4971.979564022376,1
0,537017,545256,0,0.0,1591.2128854552764,1591.2128854552764,1
1,537017,547961,0,0.0,350.3287658294822,350.3287658294822,1
2,537017,558967,0,0.0,1266.890316031797,1266.890316031797,1
3,537017,581308,0,0.0,3030.8351736036666,3030.8351736036666,1
0,537034,545291,0,0.0,608.0873375947333,608.0873375947333,1
1,537034,547399,0,0.0,1256.7201606841659,1256.7201606841659,1
2,537034,547868,0,0.0,1343.5081471010378,1343.5081471010378,1
3,537034,550436,0,0.0,1188.1798280451653,1188.1798280451653,1
0,537101,545323,0,0.0,723.066868127732,723.066868127732,1
1,537101,558999,0,0.0,915.0606906236447,915.0606906236447,1
2,537101,568483,0,0.0,642.7177308847521,642.7177308847521,1
3,537101,581538,0,0.0,379.83007282240783,379.83007282240783,1
0,537111,545256,0,0.0,2938.1098205407234,2938.1098205407234,1
1,537111,568374,0,0.0,2277.1788664664095,2277.1788664664095,1
2,537111,581308,0,0.0,4003.7718634572284,4003.7718634572284,1
3,537111,597383,0,0.0,5072.575457074226,5072.575457074226,1
0,537158,545288,0,0.0,1083.3100145364647,1083.3100145364647,1
1,537158,545320,0,0.0,1567.5292645551385,1567.5292645551385,1
2,537158,547868,0,0.0,374.93216963515016,374.93216963515016,1
3,537158,550454,0,0.0,2219.683131928092,2219.683131928092,1
4,537158,550762,0,0.0,16309.09918996336,10138.40326084219,3
5,537158,558923,0,0.0,1306.3405007090803,1306.3405007090803,1
6,537158,576246,0,0.0,2463.080897100891,2463.080897100891,1
0,537175,550567,0,0.0,8298.68790167324,8298.68790167324,1
0,537194,550762,0,0.0,5273.369039234701,5273.369039234701,1
0,537195,549022,0,0.0,710.2567079075088,710.2567079075088,1
1,537195,550762,0,0.0,3717.4698378217045,3717.4698378217045,1
2,537195,558118,0,0.0,514.3330342266096,514.3330342266096,1
3,537195,581538,0,0.0,2378.3926941815416,2378.3926941815416,1
0,537215,548290,0,0.0,660.3015255393705,660.3015255393705,1
1,537215,550762,0,0.0,3684.7929040480903,3684.7929040480903,1
0,537222,550762,0,0.0,4083.724072661427,4083.724072661427,1
0,537243,548291,0,0.0,1.7262676497963463,1.7262676497963463,1
1,537243,550762,0,0.0,3352.425150993245,3352.425150993245,1
0,537254,550628,0,0.0,1334.4397396401478,1334.4397396401478,1
1,537254,581538,0,0.0,1029.6273065845867,1029.6273065845867,1
0,537271,550567,0,0.0,7063.58660233714,6365.4387757488375,2
1,537271,576239,0,0.0,163.236906596133,163.236906596133,1
2,537271,597383,0,0.0,10768.516793984327,5188.184221487689,4
0,537301,536163,0,0.0,1290.5486711030082,1290.5486711030082,1
1,537301,536166,0,0.0,4245.357824342423,4245.357824342423,1
2,537301,536937,0,0.0,0.0,0.0,0
3,537301,545175,0,0.0,1000.2949695727079,1000.2949695727079,1
4,537301,545196,0,0.0,579.7061366361595,579.7061366361595,1
5,537301,545205,0,0.0,2660.297492393101,2660.297492393101,1
6,537301,545212,0,0.0,1136.1119924724255,1136.1119924724255,1
7,537301,545219,0,0.0,559.6145468550686,559.6145468550686,1
8,537301,545225,0,0.0,3889.479738219669,3889.479738219669,1
9,537301,545227,0,0.0,3126.3949705164055,3126.3949705164055,1
10,537301,545228,0,0.0,1737.07459741446,1737.07459741446,1
11,537301,545231,0,0.0,3663.3950145651356,3663.3950145651356,1
12,537301,545233,0,0.0,1229.6803434013975,1229.6803434013975,1
13,537301,545237,0,0.0,1691.926379234748,1691.926379234748,1
14,537301,545241,0,0.0,7292.22214568411,7292.22214568411,1
15,537301,545242,0,0.0,1891.924372559627,1891.924372559627,1
16,537301,545243,0,0.0,3682.792689430011,3682.792689430011,1
17,537301,545247,0,0.0,4212.809769726407,4212.809769726407,1
18,537301,545253,0,0.0,12379.069789976393,10542.910088451037,3
19,537301,545255,0,0.0,3074.2678069315934,3074.2678069315934,1
20,537301,545259,0,0.0,1658.7159194603896,1441.5941140152474,2
21,537301,545277,0,0.0,2210.2200529441798,2210.2200529441798,1
22,537301,545281,0,0.0,3118.8372047585394,3118.8372047585394,1
23,537301,545290,0,0.0,2159.9726225909008,2159.9726225909008,1
24,537301,545294,0,0.0,3095.8554973508267,2541.83863052614,2
25,537301,545298,0,0.0,2380.6887506378775,2380.6887506378775,1
26,537301,545306,0,0.0,1742.0457684060045,1422.3960088052945,2
27,537301,545314,0,0.0,2300.3433379210337,2300.3433379210337,1
28,537301,545323,0,0.0,811.1235000682705,573.5166034920626,2
29,537301,545328,0,0.0,1600.469693940152,1600.469693940152,1
30,537301,545336,0,0.0,1959.3013271351438,1959.3013271351438,1
31,537301,545340,0,0.0,1051.092226663449,1051.092226663449,1
32,537301,545349,0,0.0,740.7267529518851,740.7267529518851,1
33,537301,545352,0,0.0,2221.6979161455383,2221.6979161455383,1
34,537301,547377,0,0.0,4171.955602661127,4171.955602661127,1
35,537301,547384,0,0.0,2276.1834106730403,2276.1834106730403,1
36,537301,547389,0,0.0,3252.643944745296,3252.643944745296,1
37,537301,547391,0,0.0,1712.949159552105,1712.949159552105,1
38,537301,547403,0,0.0,1468.3791934762473,1468.3791934762473,1
39,537301,547955,0,0.0,918.4795172710985,918.4795172710985,1
40,537301,548424,0,0.0,693.4996486239008,693.4996486239008,1
41,537301,548580,0,0.0,1223.05561276202,1223.05561276202,1
42,537301,548584,0,0.0,3148.0021608882216,3148.0021608882216,1
43,537301,548585,0,0.0,3425.674169523614,3425.674169523614,1
44,537301,548587,0,0.0,2646.383767022016,2646.383767022016,1
45,537301,548588,0,0.0,987.3652264196459,987.3652264196459,1
46,537301,548591,0,0.0,11755.726097937228,4878.313550796545,3
47,537301,548593,0,0.0,2714.1521786688827,1403.9789440195407,2
48,537301,548595,0,0.0,3410.795529812999,3410.795529812999,1
49,537301,548596,0,0.0,5415.30906605834,5415.30906605834,1
50,537301,548597,0,0.0,2850.9783735712704,2850.9783735712704,1
51,537301,548966,0,0.0,1633.9219697172623,1633.9219697172623,1
52,537301,548984,0,0.0,2703.4502746248722,1534.9911274009532,3
53,537301,548991,0,0.0,4059.5374031653296,4059.5374031653296,1
54,537301,548993,0,0.0,2410.200259392377,2410.200259392377,1
55,537301,548994,0,0.0,1974.9037125371192,1061.438394164238,2
56,537301,549003,0,0.0,1175.9232127043733,833.05842671019,2
57,537301,549007,0,0.0,786.0706050033285,786.0706050033285,1
58,537301,549008,0,0.0,271.10933945275065,271.10933945275065,1
59,537301,550396,0,0.0,256.78955897848164,256.78955897848164,1
60,537301,550446,0,0.0,4081.3927849012493,4081.3927849012493,1
61,537301,550502,0,0.0,1320.551967145255,1320.551967145255,1
62,537301,550504,0,0.0,582.8096478537767,465.85399386449205,2
63,537301,550567,0,0.0,7851.447886731111,4548.768027508715,2
64,537301,550592,0,0.0,9639.200979646259,4068.0578339561885,5
65,537301,550762,0,0.0,13093.724703563243,5681.035200588508,6
66,537301,558104,0,0.0,3600.938332322277,3600.938332322277,1
67,537301,558112,0,0.0,340.06430537394294,340.06430537394294,1
68,537301,558114,0,0.0,160.22685975595212,160.22685975595212,1
69,537301,558115,0,0.0,393.3249632900149,393.3249632900149,1
70,537301,558118,0,0.0,394.167795361541,394.167795361541,1
71,537301,558786,0,0.0,3122.719960559346,1500.978205604419,3
72,537301,558896,0,0.0,2684.6148601626173,2684.6148601626173,1
73,537301,558989,0,0.0,778.9106337242767,437.50840452589364,2
74,537301,568335,0,0.0,1278.5060376520032,1278.5060376520032,1
75,537301,568366,0,0.0,12425.338002217302,12425.338002217302,1
76,537301,568418,0,0.0,2277.1513159576557,2277.1513159576557,1
77,537301,568421,0,0.0,2375.481262983195,1256.6128270506717,2
78,537301,568422,0,0.0,2013.3161628036055,2013.3161628036055,1
79,537301,568426,0,0.0,2875.607007427768,2658.193230035813,2
80,537301,568441,0,0.0,5384.953761712013,5384.953761712013,1
81,537301,568446,0,0.0,341.3691503176765,341.3691503176765,1
82,537301,568451,0,0.0,2069.1346049057165,2069.1346049057165,1
83,537301,568479,0,0.0,3165.648267757098,3165.648267757098,1
84,537301,568483,0,0.0,5892.288048933015,5892.288048933015,1
85,537301,568493,0,0.0,1112.265902790534,1112.265902790534,1
86,537301,568501,0,0.0,4785.257218015463,4473.63778343031,2
87,537301,568504,0,0.0,4509.1832338978775,4509.1832338978775,1
88,537301,568508,0,0.0,1401.4629400984943,1401.4629400984943,1
89,537301,568514,0,0.0,1534.6612627624604,1534.6612627624604,1
90,537301,568523,0,0.0,2261.478616824236,2261.478616824236,1
91,537301,568549,0,0.0,1957.0169123484395,1957.0169123484395,1
92,537301,576239,0,0.0,810.4928759471479,810.4928759471479,1
93,537301,576243,0,0.0,2362.6753999955768,2362.6753999955768,1
94,537301,576248,0,0.0,531.6672854108506,531.6672854108506,1
95,537301,581393,0,0.0,744.1880971459389,744.1880971459389,1
96,537301,581400,0,0.0,771.8650773164196,771.8650773164196,1
97,537301,581427,0,0.0,1294.2883035664104,1294.2883035664104,1
98,537301,581538,0,0.0,29021.691388865707,12155.027766475629,5
99,537301,594388,0,0.0,966.7870631863153,966.7870631863153,1
100,537301,595920,0,0.0,1049.1084690810462,1049.1084690810462,1
101,537301,595950,0,0.0,3130.877190457243,3130.877190457243,1
102,537301,597383,0,0.0,30369.5423223893,9718.452666338933,9
0,537318,545383,0,0.0,1558.4930037080267,1558.4930037080267,1
1,537318,549022,0,0.0,384.69694607542,384.69694607542,1
2,537318,550628,0,0.0,1119.8842440119417,1119.8842440119417,1
3,537318,550762,0,0.0,3749.5550594681918,3749.5550594681918,1
0,545079,547341,0,0.0,183.40843955368166,183.40843955368166,1
1,545079,597182,0,0.0,2409.894195938385,2409.894195938385,1
0,545081,597183,0,0.0,2090.075589946772,2090.075589946772,1
0,545082,580722,0,0.0,1708.6310134413368,1708.6310134413368,1
1,545082,597177,0,0.0,3418.7424437406153,3418.7424437406153,1
2,545082,597183,0,0.0,66.47199109413042,66.47199109413042,1
3,545082,597196,0,0.0,1665.823750048055,1665.823750048055,1
4,545082,597198,0,0.0,2861.026004948079,2861.026004948079,1
5,545082,597208,0,0.0,604.8283300860568,604.8283300860568,1
0,545084,548524,0,0.0,1327.748469753865,1327.748469753865,1
1,545084,597182,0,0.0,1083.46170590492,1083.46170590492,1
0,545085,597182,0,0.0,2558.7933047110737,2558.7933047110737,1
0,545087,548524,0,0.0,1294.7933943873288,1294.7933943873288,1
1,545087,597182,0,0.0,2672.928684001043,2672.928684001043,1
0,545088,594319,0,0.0,2995.104238676572,2995.104238676572,1
1,545088,597360,0,0.0,7303.0330119190785,7303.0330119190785,1
0,545090,536392,0,0.0,854.3420418419322,854.3420418419322,1
1,545090,547346,0,0.0,172.08796687663212,172.08796687663212,1
2,545090,547858,0,0.0,2972.8603813903533,2972.8603813903533,1
3,545090,548523,0,0.0,1491.7486080686067,1491.7486080686067,1
4,545090,548900,0,0.0,960.179138516125,960.179138516125,1
5,545090,548908,0,0.0,1511.3119506916037,1511.3119506916037,1
6,545090,558397,0,0.0,1390.9774329201355,698.3144405349182,2
7,545090,580741,0,0.0,2004.3448280740085,1062.7734323819932,3
8,545090,597182,0,0.0,3124.355752832992,1458.3196405462868,4
9,545090,597357,0,0.0,2628.3686463848853,2628.3686463848853,1
0,545091,548530,0,0.0,1250.7488457265167,1250.7488457265167,1
1,545091,597182,0,0.0,1501.468282798848,1501.468282798848,1
0,545092,536465,0,0.0,381.7348702966876,381.7348702966876,1
1,545092,536490,0,0.0,552.7241553700018,552.7241553700018,1
2,545092,547350,0,0.0,607.7695758307242,607.7695758307242,1
3,545092,558444,0,0.0,874.8664869128756,874.8664869128756,1
4,545092,580774,0,0.0,866.0495143777293,866.0495143777293,1
0,545093,547347,0,0.0,1474.5312471604384,1474.5312471604384,1
1,545093,548928,0,0.0,2746.6829463531217,2746.6829463531217,1
2,545093,597360,0,0.0,1313.6487310517184,1313.6487310517184,1
0,545095,536156,0,0.0,2324.2796238593087,2324.2796238593087,1
1,545095,597183,0,0.0,883.3309387737445,883.3309387737445,1
0,545097,558550,0,0.0,1122.5379496464795,1122.5379496464795,1
1,545097,597182,0,0.0,2831.5252307275327,2831.5252307275327,1
0,545098,548536,0,0.0,169.95560655627926,169.95560655627926,1
1,545098,597182,0,0.0,1816.5337428274993,1816.5337428274993,1
0,545101,536415,0,0.0,878.1745568312699,878.1745568312699,1
1,545101,548527,0,0.0,1220.4633623592467,1220.4633623592467,1
2,545101,580741,0,0.0,3070.99194096915,2474.0906895040785,2
3,545101,597182,0,0.0,5809.763414124356,3620.766956957858,2
0,545103,547352,0,0.0,1384.122665513134,1384.122665513134,1
1,545103,597383,0,0.0,782.1579399760534,782.1579399760534,1
0,545104,548911,0,0.0,631.1874671992502,631.1874671992502,1
1,545104,597182,0,0.0,9855.777748137905,9855.777748137905,1
0,545106,536161,0,0.0,368.90146557114826,368.90146557114826,1
1,545106,547354,0,0.0,2035.8834846570442,2035.8834846570442,1
2,545106,597383,0,0.0,1328.3426920053996,1328.3426920053996,1
0,545107,536161,0,0.0,1206.6809959936177,1206.6809959936177,1
1,545107,548530,0,0.0,2508.4584123776467,2508.4584123776467,1
0,545108,536543,0,0.0,2187.170867721031,2187.170867721031,1
1,545108,597383,0,0.0,1787.8009143012323,1787.8009143012323,1
0,545109,536156,0,0.0,1689.1173862882256,1689.1173862882256,1
1,545109,547352,0,0.0,928.1507985559599,928.1507985559599,1
0,545110,536156,0,0.0,3426.8908308863874,2977.94350867154,2
1,545110,548531,0,0.0,285.9720816363029,285.9720816363029,1
2,545110,548533,0,0.0,172.4234638382821,172.4234638382821,1
0,545114,548535,0,0.0,405.07343662806466,405.07343662806466,1
1,545114,597182,0,0.0,3799.3732804122287,3799.3732804122287,1
0,545116,536152,0,0.0,628.1686596748316,628.1686596748316,1
1,545116,536156,0,0.0,5780.962661847049,4202.879175889065,2
2,545116,548529,0,0.0,1172.2681425876863,1172.2681425876863,1
3,545116,548919,0,0.0,1662.6643062867238,1662.6643062867238,1
4,545116,597183,0,0.0,351.40372365771714,351.40372365771714,1
5,545116,597383,0,0.0,1505.9851707111761,1505.9851707111761,1
0,545119,536161,0,0.0,3248.855018427518,3248.855018427518,1
1,545119,597182,0,0.0,310.23091085702316,310.23091085702316,1
0,545120,597182,0,0.0,5624.939246074277,5624.939246074277,1
0,545122,547356,0,0.0,2162.1670816425053,2162.1670816425053,1
1,545122,548536,0,0.0,1277.9422707645542,1277.9422707645542,1
2,545122,597182,0,0.0,3045.163302462973,2536.822639331756,2
0,545123,548535,0,0.0,2737.1333937469126,2737.1333937469126,1
1,545123,548540,0,0.0,1435.5704131135185,1435.5704131135185,1
2,545123,597182,0,0.0,1825.662331092281,1143.0319970895002,2
0,545124,547357,0,0.0,0.0,0.0,0
1,545124,548928,0,0.0,1451.5602385608356,1451.5602385608356,1
2,545124,568223,0,0.0,728.6480004747542,728.6480004747542,1
3,545124,581100,0,0.0,1299.6591520784218,1299.6591520784218,1
4,545124,597183,0,0.0,122.50597536358566,122.50597536358566,1
0,545126,580814,0,0.0,1349.037366766527,1349.037366766527,1
1,545126,581011,0,0.0,1201.281734790729,1201.281734790729,1
2,545126,597182,0,0.0,1265.4945564946697,1265.4945564946697,1
0,545129,548548,0,0.0,1293.471888623576,1293.471888623576,1
1,545129,597182,0,0.0,3172.273561166686,3172.273561166686,1
0,545130,536161,0,0.0,518.0818043200945,518.0818043200945,1
1,545130,547358,0,0.0,772.072319849319,772.072319849319,1
2,545130,597182,0,0.0,932.8696938023611,932.8696938023611,1
0,545132,547357,0,0.0,410.8692807169266,410.8692807169266,1
1,545132,550180,0,0.0,519.9164698422844,519.9164698422844,1
2,545132,581100,0,0.0,1062.6507159767107,1062.6507159767107,1
0,545133,547356,0,0.0,961.8227969065206,961.8227969065206,1
1,545133,597182,0,0.0,2177.020368599299,2177.020368599299,1
0,545135,536156,0,0.0,2722.05727698776,2722.05727698776,1
